,m,n,k,emb_type,best_C,train_acc,test_acc
77,1,6,6,cbow,0.1291549665014884,0.7705008255365988,0.801980198019802
78,1,6,7,svd,278.2559402207126,0.7028068244358833,0.6435643564356436
79,1,6,7,skipgram,5.994842503189409,0.6708860759493671,0.6831683168316832
80,1,6,7,cbow,0.0359381366380462,0.7727022564667033,0.806930693069307
81,1,6,8,svd,21.54434690031885,0.7033571821684095,0.6485148514851485
82,1,6,8,skipgram,1.6681005372000592,0.6637314254265272,0.6683168316831684
83,1,6,8,cbow,0.464158883361278,0.786461199779857,0.7821782178217822
84,1,6,9,svd,21.54434690031885,0.6851953769950467,0.6782178217821783
85,1,6,9,skipgram,77.42636826811278,0.666483214089158,0.6485148514851485
86,1,6,9,cbow,0.0359381366380462,0.782608695652174,0.7722772277227723
87,1,6,10,svd,77.42636826811278,0.6989543203082004,0.6683168316831684
88,1,6,10,skipgram,5.994842503189409,0.6675839295542102,0.6584158415841584
89,1,6,10,cbow,1.6681005372000592,0.7859108420473307,0.7970297029702971
90,1,7,5,svd,0.1291549665014884,0.720968629609246,0.7178217821782178
91,1,7,5,skipgram,1.6681005372000592,0.6780407264722069,0.693069306930693
92,1,7,5,cbow,0.1291549665014884,0.7738029719317556,0.7871287128712872
93,1,7,6,svd,0.464158883361278,0.7215189873417721,0.6831683168316832
94,1,7,6,skipgram,278.2559402207126,0.6785910842047331,0.6831683168316832
95,1,7,6,cbow,1.6681005372000592,0.7815079801871216,0.7970297029702971
96,1,7,7,svd,1000.0,0.7149146945514584,0.6831683168316832
97,1,7,7,skipgram,5.994842503189409,0.6758392955421023,0.6732673267326733
98,1,7,7,cbow,5.994842503189409,0.7782058337919647,0.7920792079207921
99,1,7,8,svd,77.42636826811278,0.7077600440286186,0.6683168316831684
100,1,7,8,skipgram,1.6681005372000592,0.6763896532746285,0.6683168316831684
101,1,7,8,cbow,5.994842503189409,0.7721518987341772,0.7821782178217822
102,1,7,9,svd,77.42636826811278,0.7154650522839846,0.7128712871287128
103,1,7,9,skipgram,0.464158883361278,0.6763896532746285,0.6633663366336634
104,1,7,9,cbow,5.994842503189409,0.7710511832691249,0.7673267326732673
105,1,7,10,svd,1.6681005372000592,0.709411117226197,0.7178217821782178
106,1,7,10,skipgram,1.6681005372000592,0.6791414419372592,0.6782178217821783
107,1,7,10,cbow,0.464158883361278,0.7727022564667033,0.7623762376237624
108,1,8,5,svd,1.6681005372000592,0.7303247110621904,0.7326732673267327
109,1,8,5,skipgram,278.2559402207126,0.6615299944964227,0.6534653465346535
110,1,8,5,cbow,0.01,0.7694001100715465,0.7524752475247525
111,1,8,6,svd,0.1291549665014884,0.7259218492019813,0.7227722772277227
112,1,8,6,skipgram,0.1291549665014884,0.6631810676940011,0.6336633663366337
113,1,8,6,cbow,1.6681005372000592,0.7682993946064942,0.7475247524752475
114,1,8,7,svd,0.464158883361278,0.7226197028068244,0.7029702970297029
115,1,8,7,skipgram,0.464158883361278,0.658778205833792,0.6287128712871287
116,1,8,7,cbow,0.0359381366380462,0.7671986791414419,0.7425742574257426
117,1,8,8,svd,0.464158883361278,0.7154650522839846,0.7029702970297029
118,1,8,8,skipgram,0.1291549665014884,0.6598789212988443,0.6386138613861386
119,1,8,8,cbow,0.0359381366380462,0.7616951018161805,0.7673267326732673
120,1,8,9,svd,0.464158883361278,0.7143643368189323,0.6633663366336634
121,1,8,9,skipgram,21.54434690031885,0.658778205833792,0.6386138613861386
122,1,8,9,cbow,77.42636826811278,0.755641166758393,0.7227722772277227
123,1,8,10,svd,21.54434690031885,0.7099614749587232,0.7079207920792079
124,1,8,10,skipgram,5.994842503189409,0.6560264171711613,0.6435643564356436
125,1,8,10,cbow,0.464158883361278,0.7468354430379747,0.7326732673267327
126,1,9,5,svd,0.464158883361278,0.7358282883874518,0.7326732673267327
127,1,9,5,skipgram,0.01,0.6818932305998899,0.6485148514851485
128,1,9,5,cbow,1.6681005372000592,0.7660979636763896,0.7574257425742574
129,1,9,6,svd,21.54434690031885,0.7308750687947165,0.6831683168316832
130,1,9,6,skipgram,0.01,0.6637314254265272,0.6287128712871287
131,1,9,6,cbow,0.01,0.7589433131535498,0.7475247524752475
132,1,9,7,svd,5.994842503189409,0.7308750687947165,0.7029702970297029
133,1,9,7,skipgram,0.1291549665014884,0.6620803522289488,0.6188118811881188
134,1,9,7,cbow,0.01,0.759493670886076,0.7524752475247525
135,1,9,8,svd,0.1291549665014884,0.7281232801320858,0.7376237623762376
136,1,9,8,skipgram,0.1291549665014884,0.6571271326362136,0.599009900990099
137,1,9,8,cbow,0.01,0.7578425976884975,0.7524752475247525
138,1,9,9,svd,1.6681005372000592,0.717116125481563,0.7079207920792079
139,1,9,9,skipgram,0.0359381366380462,0.6582278481012658,0.599009900990099
140,1,9,9,cbow,0.01,0.7550908090258668,0.7623762376237624
141,1,9,10,svd,1.6681005372000592,0.7055586130985141,0.7425742574257426
142,1,9,10,skipgram,0.01,0.6505228398458999,0.599009900990099
143,1,9,10,cbow,0.01,0.7501375894331316,0.7376237623762376
144,1,10,5,svd,0.464158883361278,0.7336268574573472,0.7524752475247525
145,1,10,5,skipgram,0.0359381366380462,0.6967528893780958,0.693069306930693
146,1,10,5,cbow,0.1291549665014884,0.7705008255365988,0.7871287128712872
147,1,10,6,svd,0.1291549665014884,0.7314254265272427,0.7227722772277227
148,1,10,6,skipgram,0.01,0.6929003852504128,0.6732673267326733
149,1,10,6,cbow,0.1291549665014884,0.7699504678040726,0.7772277227722773
150,1,10,7,svd,0.1291549665014884,0.7226197028068244,0.7079207920792079
151,1,10,7,skipgram,0.01,0.690148596587782,0.6831683168316832
152,1,10,7,cbow,0.464158883361278,0.7660979636763896,0.7821782178217822
153,1,10,8,svd,0.1291549665014884,0.7116125481563016,0.7376237623762376
154,1,10,8,skipgram,0.01,0.6840946615299945,0.6732673267326733
155,1,10,8,cbow,0.464158883361278,0.7649972482113374,0.7574257425742574
156,1,10,9,svd,0.1291549665014884,0.71326362135388,0.6782178217821783
157,1,10,9,skipgram,0.01,0.6813428728673638,0.6683168316831684
158,1,10,9,cbow,0.0359381366380462,0.7550908090258668,0.7574257425742574
159,1,10,10,svd,1.6681005372000592,0.7039075399009356,0.6881188118811881
160,1,10,10,skipgram,0.01,0.6780407264722069,0.6683168316831684
161,1,10,10,cbow,0.1291549665014884,0.7561915244909191,0.7376237623762376
162,2,2,5,svd,278.2559402207126,0.5998899284534948,0.6188118811881188
163,2,2,5,skipgram,77.42636826811278,0.6967528893780958,0.7326732673267327
164,2,2,5,cbow,0.464158883361278,0.639515685195377,0.6881188118811881
165,2,2,6,svd,1000.0,0.6119977985690699,0.6633663366336634
166,2,2,6,skipgram,0.0359381366380462,0.7226197028068244,0.7277227722772277
167,2,2,6,cbow,0.464158883361278,0.5795266923500275,0.6386138613861386
168,2,2,7,svd,1000.0,0.7110621904237755,0.7178217821782178
169,2,2,7,skipgram,5.994842503189409,0.7259218492019813,0.7722772277227723
170,2,2,7,cbow,0.0359381366380462,0.6031920748486517,0.6534653465346535
171,2,2,8,svd,1000.0,0.6307099614749587,0.6584158415841584
172,2,2,8,skipgram,77.42636826811278,0.7264722069345074,0.7475247524752475
173,2,2,8,cbow,0.1291549665014884,0.5531095211887727,0.5891089108910891
174,2,2,9,svd,1000.0,0.6197028068244359,0.6732673267326733
175,2,2,9,skipgram,1000.0,0.7165657677490369,0.7475247524752475
176,2,2,9,cbow,5.994842503189409,0.5393505778756191,0.5891089108910891
177,2,2,10,svd,1000.0,0.6191524490919097,0.6534653465346535
178,2,2,10,skipgram,77.42636826811278,0.7055586130985141,0.7128712871287128
179,2,2,10,cbow,0.0359381366380462,0.5404512933406714,0.5792079207920792
180,2,3,5,svd,77.42636826811278,0.8029719317556412,0.8267326732673267
181,2,3,5,skipgram,21.54434690031885,0.7237204182718767,0.7722772277227723
182,2,3,5,cbow,5.994842503189409,0.75178866263071,0.7722772277227723
183,2,3,6,svd,1000.0,0.775454045129334,0.8267326732673267
184,2,3,6,skipgram,1000.0,0.724821133736929,0.7623762376237624
185,2,3,6,cbow,5.994842503189409,0.728673637864612,0.7722772277227723
186,2,3,7,svd,1000.0,0.747936158503027,0.7772277227722773
187,2,3,7,skipgram,77.42636826811278,0.7314254265272427,0.7326732673267327
188,2,3,7,cbow,278.2559402207126,0.720968629609246,0.7425742574257426
189,2,3,8,svd,278.2559402207126,0.7297743533296642,0.7425742574257426
190,2,3,8,skipgram,77.42636826811278,0.728673637864612,0.7326732673267327
191,2,3,8,cbow,5.994842503189409,0.7099614749587232,0.7326732673267327
192,2,3,9,svd,1000.0,0.7270225646670335,0.7475247524752475
193,2,3,9,skipgram,77.42636826811278,0.7418822234452394,0.7623762376237624
194,2,3,9,cbow,1.6681005372000592,0.7017061089708311,0.7178217821782178
195,2,3,10,svd,278.2559402207126,0.7160154100165107,0.7623762376237624
196,2,3,10,skipgram,1000.0,0.7358282883874518,0.7425742574257426
197,2,3,10,cbow,21.54434690031885,0.7072096862960925,0.7128712871287128
198,2,4,5,svd,1000.0,0.7804072647220693,0.7623762376237624
199,2,4,5,skipgram,1.6681005372000592,0.6230049532195927,0.6237623762376238
200,2,4,5,cbow,5.994842503189409,0.6951018161805174,0.7524752475247525
201,2,4,6,svd,77.42636826811278,0.7798569069895432,0.7524752475247525
202,2,4,6,skipgram,0.464158883361278,0.6268574573472757,0.6039603960396039
203,2,4,6,cbow,0.1291549665014884,0.6857457347275729,0.6831683168316832
204,2,4,7,svd,5.994842503189409,0.7842597688497523,0.7376237623762376
205,2,4,7,skipgram,0.464158883361278,0.6554760594386351,0.6336633663366337
206,2,4,7,cbow,0.1291549665014884,0.6796917996697853,0.7326732673267327
207,2,4,8,svd,5.994842503189409,0.7721518987341772,0.7524752475247525
208,2,4,8,skipgram,5.994842503189409,0.6367638965327462,0.6287128712871287
209,2,4,8,cbow,0.464158883361278,0.6791414419372592,0.7029702970297029
210,2,4,9,svd,5.994842503189409,0.7605943863511282,0.7227722772277227
211,2,4,9,skipgram,0.464158883361278,0.6466703357182169,0.698019801980198
212,2,4,9,cbow,1.6681005372000592,0.6763896532746285,0.6534653465346535
213,2,4,10,svd,21.54434690031885,0.7578425976884975,0.7425742574257426
214,2,4,10,skipgram,278.2559402207126,0.6576774903687397,0.6485148514851485
215,2,4,10,cbow,21.54434690031885,0.6851953769950467,0.7029702970297029
216,2,5,5,svd,77.42636826811278,0.6967528893780958,0.7128712871287128
217,2,5,5,skipgram,0.0359381366380462,0.6059438635112824,0.599009900990099
218,2,5,5,cbow,0.464158883361278,0.6494221243808476,0.6584158415841584
219,2,5,6,svd,1.6681005372000592,0.6813428728673638,0.6584158415841584
220,2,5,6,skipgram,0.01,0.6274078150798019,0.6336633663366337
221,2,5,6,cbow,0.464158883361278,0.6406164006604292,0.6732673267326733
222,2,5,7,svd,1.6681005372000592,0.6774903687396808,0.7128712871287128
223,2,5,7,skipgram,0.01,0.631810676940011,0.599009900990099
224,2,5,7,cbow,0.1291549665014884,0.6290588882773803,0.6584158415841584
225,2,5,8,svd,5.994842503189409,0.6890478811227297,0.6831683168316832
226,2,5,8,skipgram,0.01,0.6450192625206385,0.6435643564356436
227,2,5,8,cbow,0.01,0.6334617501375894,0.7079207920792079
228,2,5,9,svd,278.2559402207126,0.6840946615299945,0.6683168316831684
229,2,5,9,skipgram,0.01,0.64336818932306,0.6237623762376238
230,2,5,9,cbow,0.1291549665014884,0.6290588882773803,0.7376237623762376
231,2,5,10,svd,5.994842503189409,0.6774903687396808,0.693069306930693
232,2,5,10,skipgram,0.01,0.6422674738580078,0.6336633663366337
233,2,5,10,cbow,0.01,0.639515685195377,0.7079207920792079
234,2,6,5,svd,1.6681005372000592,0.7231700605393506,0.693069306930693
235,2,6,5,skipgram,5.994842503189409,0.7149146945514584,0.6485148514851485
236,2,6,5,cbow,0.0359381366380462,0.7187671986791414,0.7623762376237624
237,2,6,6,svd,0.464158883361278,0.7215189873417721,0.693069306930693
238,2,6,6,skipgram,0.01,0.724821133736929,0.6534653465346535
239,2,6,6,cbow,0.01,0.7275729223995597,0.7574257425742574
240,2,6,7,svd,278.2559402207126,0.7193175564116676,0.693069306930693
241,2,6,7,skipgram,0.01,0.7182168409466153,0.6782178217821783
242,2,6,7,cbow,0.01,0.7468354430379747,0.7475247524752475
243,2,6,8,svd,1.6681005372000592,0.7028068244358833,0.6782178217821783
244,2,6,8,skipgram,0.0359381366380462,0.7121629058888277,0.6336633663366337
245,2,6,8,cbow,0.01,0.7385800770500826,0.7227722772277227
246,2,6,9,svd,5.994842503189409,0.7011557512383049,0.6831683168316832
247,2,6,9,skipgram,0.01,0.7165657677490369,0.6336633663366337
248,2,6,9,cbow,1.6681005372000592,0.7303247110621904,0.7326732673267327
249,2,6,10,svd,1.6681005372000592,0.6873968079251513,0.6782178217821783
250,2,6,10,skipgram,0.01,0.709411117226197,0.6633663366336634
251,2,6,10,cbow,5.994842503189409,0.7550908090258668,0.7376237623762376
252,2,7,5,svd,0.1291549665014884,0.7336268574573472,0.7128712871287128
253,2,7,5,skipgram,5.994842503189409,0.6989543203082004,0.6534653465346535
254,2,7,5,cbow,0.01,0.6796917996697853,0.693069306930693
255,2,7,6,svd,0.464158883361278,0.7253714914694551,0.693069306930693
256,2,7,6,skipgram,0.01,0.6945514584479912,0.6485148514851485
257,2,7,6,cbow,0.0359381366380462,0.6736378646119978,0.7029702970297029
258,2,7,7,svd,0.464158883361278,0.7341772151898734,0.7128712871287128
259,2,7,7,skipgram,21.54434690031885,0.6929003852504128,0.6534653465346535
260,2,7,7,cbow,5.994842503189409,0.6747385800770501,0.693069306930693
261,2,7,8,svd,1.6681005372000592,0.7198679141441937,0.7128712871287128
262,2,7,8,skipgram,0.01,0.6835443037974683,0.6534653465346535
263,2,7,8,cbow,0.01,0.6890478811227297,0.6732673267326733
264,2,7,9,svd,0.464158883361278,0.7187671986791414,0.7079207920792079
265,2,7,9,skipgram,0.0359381366380462,0.6940011007154651,0.6534653465346535
266,2,7,9,cbow,0.0359381366380462,0.6846450192625206,0.6881188118811881
267,2,7,10,svd,21.54434690031885,0.7099614749587232,0.6831683168316832
268,2,7,10,skipgram,77.42636826811278,0.6703357182168409,0.6287128712871287
269,2,7,10,cbow,0.0359381366380462,0.6813428728673638,0.6782178217821783
270,2,8,5,svd,0.464158883361278,0.7391304347826086,0.7623762376237624
271,2,8,5,skipgram,0.1291549665014884,0.6521739130434783,0.6039603960396039
272,2,8,5,cbow,1.6681005372000592,0.6697853604843148,0.7178217821782178
273,2,8,6,svd,0.1291549665014884,0.7418822234452394,0.7326732673267327
274,2,8,6,skipgram,278.2559402207126,0.6571271326362136,0.599009900990099
275,2,8,6,cbow,0.464158883361278,0.6637314254265272,0.6386138613861386
276,2,8,7,svd,5.994842503189409,0.7319757842597688,0.7376237623762376
277,2,8,7,skipgram,0.0359381366380462,0.6301596037424326,0.5693069306930693
278,2,8,7,cbow,0.464158883361278,0.6466703357182169,0.6534653465346535
279,2,8,8,svd,1.6681005372000592,0.7187671986791414,0.7326732673267327
280,2,8,8,skipgram,0.0359381366380462,0.6340121078701155,0.5841584158415841
281,2,8,8,cbow,0.464158883361278,0.6378646119977985,0.6831683168316832
282,2,8,9,svd,0.464158883361278,0.7242707760044028,0.7277227722772277
283,2,8,9,skipgram,0.0359381366380462,0.6340121078701155,0.6138613861386139
284,2,8,9,cbow,5.994842503189409,0.6373142542652724,0.6584158415841584
285,2,8,10,svd,0.464158883361278,0.7110621904237755,0.698019801980198
286,2,8,10,skipgram,1.6681005372000592,0.6257567418822234,0.5742574257425742
287,2,8,10,cbow,0.1291549665014884,0.6466703357182169,0.6435643564356436
288,2,9,5,svd,0.464158883361278,0.7462850853054486,0.7524752475247525
289,2,9,5,skipgram,5.994842503189409,0.5806274078150798,0.5396039603960396
290,2,9,5,cbow,21.54434690031885,0.693450742982939,0.7029702970297029
291,2,9,6,svd,0.1291549665014884,0.7396807925151349,0.7376237623762376
292,2,9,6,skipgram,0.0359381366380462,0.6114474408365438,0.6237623762376238
293,2,9,6,cbow,0.464158883361278,0.6725371491469455,0.698019801980198
294,2,9,7,svd,0.464158883361278,0.7215189873417721,0.7178217821782178
295,2,9,7,skipgram,0.1291549665014884,0.5949367088607594,0.5891089108910891
296,2,9,7,cbow,21.54434690031885,0.6565767749036874,0.6782178217821783
297,2,9,8,svd,5.994842503189409,0.7242707760044028,0.7376237623762376
298,2,9,8,skipgram,0.464158883361278,0.5811777655476059,0.5693069306930693
299,2,9,8,cbow,1.6681005372000592,0.6499724821133737,0.6881188118811881
300,2,9,9,svd,1.6681005372000592,0.7281232801320858,0.7079207920792079
301,2,9,9,skipgram,0.0359381366380462,0.5960374243258117,0.5891089108910891
302,2,9,9,cbow,5.994842503189409,0.6604292790313704,0.693069306930693
303,2,9,10,svd,0.464158883361278,0.7143643368189323,0.7128712871287128
304,2,9,10,skipgram,0.0359381366380462,0.5822784810126582,0.5792079207920792
305,2,9,10,cbow,1.6681005372000592,0.6450192625206385,0.6683168316831684
306,2,10,5,svd,0.1291549665014884,0.75178866263071,0.7326732673267327
307,2,10,5,skipgram,0.0359381366380462,0.5789763346175014,0.5594059405940595
308,2,10,5,cbow,21.54434690031885,0.6840946615299945,0.7029702970297029
309,2,10,6,svd,0.1291549665014884,0.7506879471656577,0.7475247524752475
310,2,10,6,skipgram,0.0359381366380462,0.5729223995597138,0.5891089108910891
311,2,10,6,cbow,1.6681005372000592,0.666483214089158,0.7178217821782178
312,2,10,7,svd,0.1291549665014884,0.7281232801320858,0.7227722772277227
313,2,10,7,skipgram,0.0359381366380462,0.5789763346175014,0.5693069306930693
314,2,10,7,cbow,5.994842503189409,0.6670335718216841,0.6732673267326733
315,2,10,8,svd,0.1291549665014884,0.7297743533296642,0.7128712871287128
316,2,10,8,skipgram,0.0359381366380462,0.5855806274078151,0.5792079207920792
317,2,10,8,cbow,77.42636826811278,0.6692350027517887,0.6683168316831684
318,2,10,9,svd,0.1291549665014884,0.7380297193175565,0.7227722772277227
319,2,10,9,skipgram,0.0359381366380462,0.5624656026417171,0.5693069306930693
320,2,10,9,cbow,1.6681005372000592,0.6593285635663181,0.6782178217821783
321,2,10,10,svd,5.994842503189409,0.7231700605393506,0.7475247524752475
322,2,10,10,skipgram,0.0359381366380462,0.5817281232801321,0.5594059405940595
323,2,10,10,cbow,5.994842503189409,0.6488717666483214,0.6881188118811881
324,3,2,5,svd,1000.0,0.6488717666483214,0.6633663366336634
325,3,2,5,skipgram,278.2559402207126,0.6543753439735829,0.6287128712871287
326,3,2,5,cbow,1.6681005372000592,0.8772702256466703,0.8663366336633663
327,3,2,6,svd,1000.0,0.6455696202531646,0.7128712871287128
328,3,2,6,skipgram,1.6681005372000592,0.6450192625206385,0.6683168316831684
329,3,2,6,cbow,21.54434690031885,0.8750687947165657,0.8514851485148515
330,3,2,7,svd,1000.0,0.7226197028068244,0.7128712871287128
331,3,2,7,skipgram,278.2559402207126,0.6384149697303247,0.6386138613861386
332,3,2,7,cbow,1.6681005372000592,0.8712162905888827,0.8712871287128713
333,3,2,8,svd,1000.0,0.6516235553109522,0.6683168316831684
334,3,2,8,skipgram,77.42636826811278,0.624105668684645,0.5891089108910891
335,3,2,8,cbow,1.6681005372000592,0.8640616400660429,0.8613861386138614
336,3,2,9,svd,1000.0,0.6604292790313704,0.6683168316831684
337,3,2,9,skipgram,77.42636826811278,0.624105668684645,0.6039603960396039
338,3,2,9,cbow,1.6681005372000592,0.8673637864611998,0.8465346534653465
339,3,2,10,svd,1000.0,0.6114474408365438,0.6188118811881188
340,3,2,10,skipgram,1.6681005372000592,0.6147495872317006,0.6089108910891089
341,3,2,10,cbow,0.464158883361278,0.8547055586130985,0.8514851485148515
342,3,3,5,svd,21.54434690031885,0.802421574023115,0.7871287128712872
343,3,3,5,skipgram,21.54434690031885,0.593285635663181,0.5841584158415841
344,3,3,5,cbow,0.464158883361278,0.6840946615299945,0.7079207920792079
345,3,3,6,svd,278.2559402207126,0.7809576224545954,0.8168316831683168
346,3,3,6,skipgram,21.54434690031885,0.5883324160704458,0.5742574257425742
347,3,3,6,cbow,1.6681005372000592,0.6989543203082004,0.6287128712871287
348,3,3,7,svd,1000.0,0.75178866263071,0.7871287128712872
349,3,3,7,skipgram,0.0359381366380462,0.6505228398458999,0.6584158415841584
350,3,3,7,cbow,5.994842503189409,0.6703357182168409,0.6633663366336634
351,3,3,8,svd,1000.0,0.732526141992295,0.7623762376237624
352,3,3,8,skipgram,0.0359381366380462,0.6791414419372592,0.6683168316831684
353,3,3,8,cbow,1.6681005372000592,0.717116125481563,0.6633663366336634
354,3,3,9,svd,278.2559402207126,0.7352779306549257,0.7574257425742574
355,3,3,9,skipgram,0.0359381366380462,0.6763896532746285,0.6584158415841584
356,3,3,9,cbow,1.6681005372000592,0.686296092460099,0.6881188118811881
357,3,3,10,svd,1000.0,0.7281232801320858,0.7623762376237624
358,3,3,10,skipgram,0.1291549665014884,0.6686846450192625,0.7079207920792079
359,3,3,10,cbow,278.2559402207126,0.6708860759493671,0.6584158415841584
360,3,4,5,svd,77.42636826811278,0.7716015410016511,0.7326732673267327
361,3,4,5,skipgram,0.0359381366380462,0.6565767749036874,0.7029702970297029
362,3,4,5,cbow,5.994842503189409,0.7215189873417721,0.7128712871287128
363,3,4,6,svd,278.2559402207126,0.7589433131535498,0.7029702970297029
364,3,4,6,skipgram,1.6681005372000592,0.6719867914144194,0.6782178217821783
365,3,4,6,cbow,77.42636826811278,0.7204182718767199,0.6732673267326733
366,3,4,7,svd,278.2559402207126,0.7506879471656577,0.7128712871287128
367,3,4,7,skipgram,5.994842503189409,0.6719867914144194,0.6633663366336634
368,3,4,7,cbow,21.54434690031885,0.6945514584479912,0.6831683168316832
369,3,4,8,svd,1.6681005372000592,0.7374793615850302,0.7029702970297029
370,3,4,8,skipgram,0.1291549665014884,0.6499724821133737,0.6782178217821783
371,3,4,8,cbow,1.6681005372000592,0.6818932305998899,0.6336633663366337
