m,n,k,emb_type,best_C,train_acc,test_acc
1,2,5,SVD,1000.0,0.7303647929378164,0.735981308411215
1,2,5,skipgram,278.2559402207126,0.6615604310009088,0.655373831775701
1,2,5,cbow,0.1291549665014884,0.8087758016357264,0.7920560747663551
1,2,6,SVD,1.6681005372000592,0.748960498960499,0.7441588785046729
1,2,6,skipgram,5.994842503189409,0.6801766692647441,0.6834112149532711
1,2,6,cbow,1.6681005372000592,0.8229410236425045,0.844626168224299
1,2,7,SVD,5.994842503189409,0.7406587683895326,0.7505854800936768
1,2,7,skipgram,5.994842503189409,0.676861009890682,0.6838407494145199
1,2,7,cbow,21.54434690031885,0.8286048932847475,0.8302107728337237
1,2,8,SVD,77.42636826811278,0.7543356369800496,0.7432590855803048
1,2,8,skipgram,5.994842503189409,0.7103924892424045,0.6963657678780774
1,2,8,cbow,1.6681005372000592,0.8317903246837919,0.8182883939038686
1,2,9,SVD,278.2559402207126,0.756110312377467,0.7426556991774383
1,2,9,skipgram,5.994842503189409,0.723042739511175,0.7156286721504113
1,2,9,cbow,278.2559402207126,0.8231603711933081,0.8190364277320799
1,2,10,SVD,21.54434690031885,0.7567567567567568,0.7721369539551358
1,2,10,skipgram,5.994842503189409,0.7524921301154249,0.7523584905660378
1,2,10,cbow,278.2559402207126,0.8167628541448059,0.8254716981132075
1,3,5,SVD,1000.0,0.7504220231138813,0.7406542056074766
1,3,5,skipgram,1.6681005372000592,0.6840670042851578,0.6658878504672897
1,3,5,cbow,1.6681005372000592,0.8201532268536553,0.8399532710280374
1,3,6,SVD,1000.0,0.7388874447621523,0.7298245614035088
1,3,6,skipgram,1.6681005372000592,0.6945959989607691,0.6822429906542056
1,3,6,cbow,5.994842503189409,0.8294362171992725,0.844626168224299
1,3,7,SVD,1000.0,0.7382130763219589,0.7295081967213115
1,3,7,skipgram,1.6681005372000592,0.6802552748111488,0.6850117096018735
1,3,7,cbow,0.1291549665014884,0.8297733784839803,0.8571428571428571
1,3,8,SVD,77.42636826811278,0.7451747522170057,0.75
1,3,8,skipgram,5.994842503189409,0.7018779342723005,0.6842723004694836
1,3,8,cbow,0.1291549665014884,0.834376630151278,0.8474178403755869
1,3,9,SVD,21.54434690031885,0.7484301412872841,0.7588235294117647
1,3,9,skipgram,5.994842503189409,0.7207690295579388,0.7341176470588235
1,3,9,cbow,0.464158883361278,0.8451477896939577,0.8576470588235294
1,3,10,SVD,77.42636826811278,0.7590282337491793,0.7272727272727273
