m,n,k,emb_type,best_C,train_acc,test_acc
1,2,5,SVD,5.994842503189409,0.9729579551768848,0.975
1,2,5,skipgram,21.54434690031885,0.7831079829598073,0.8183333333333334
1,2,5,cbow,0.0359381366380462,0.915354695313947,0.91
1,2,6,SVD,0.464158883361278,0.9796258566401186,0.9866666666666668
1,2,6,skipgram,1.6681005372000592,0.7862567142063345,0.8133333333333334
1,2,6,cbow,0.1291549665014884,0.9262826449342472,0.9316666666666666
1,2,7,SVD,0.1291549665014884,0.979433018343524,0.9783333333333334
1,2,7,skipgram,77.42636826811278,0.757272558828979,0.7866666666666666
1,2,7,cbow,0.1291549665014884,0.9262553270335372,0.9233333333333332
1,2,8,SVD,278.2559402207126,0.98295033358043,0.9833333333333332
1,2,8,skipgram,1000.0,0.7916975537435137,0.8283333333333334
1,2,8,cbow,0.1291549665014884,0.9221645663454412,0.9316666666666666
1,2,9,SVD,77.42636826811278,0.9831356560415122,0.98
1,2,9,skipgram,278.2559402207126,0.791882876204596,0.8233333333333334
1,2,9,cbow,0.1291549665014884,0.9040029651593772,0.9116666666666666
1,2,10,SVD,5.994842503189409,0.9833086053412464,0.98
1,2,10,skipgram,21.54434690031885,0.8412757277952901,0.8383333333333334
1,2,10,cbow,0.1291549665014884,0.9011681809753384,0.8966666666666666
1,3,5,SVD,278.2559402207126,0.9766623448786812,0.9866666666666668
1,3,5,skipgram,5.994842503189409,0.8331172439340618,0.8566666666666667
1,3,5,cbow,0.464158883361278,0.9336914243378404,0.945
1,3,6,SVD,1000.0,0.9859207113745831,0.995
1,3,6,skipgram,21.54434690031885,0.8366061504260838,0.8483333333333334
1,3,6,cbow,0.0359381366380462,0.9384957391626528,0.94
1,3,7,SVD,278.2559402207126,0.9857301704966642,0.985
1,3,7,skipgram,77.42636826811278,0.8018902891030393,0.8316666666666667
1,3,7,cbow,0.0359381366380462,0.939770200148258,0.9316666666666666
1,3,8,SVD,77.42636826811278,0.9825796886582654,0.9883333333333332
1,3,8,skipgram,1.6681005372000592,0.8120830244625649,0.825
1,3,8,cbow,0.01,0.9369903632320236,0.935
1,3,9,SVD,77.42636826811278,0.9833086053412464,0.98
1,3,9,skipgram,77.42636826811278,0.8129056183942147,0.8366666666666667
1,3,9,cbow,0.01,0.9380678657519006,0.9416666666666668
1,3,10,SVD,1.6681005372000592,0.9838619922092376,0.9783333333333334
1,3,10,skipgram,5.994842503189409,0.8004080875533296,0.7883333333333333
1,3,10,cbow,0.01,0.9426822481914302,0.935
1,4,5,SVD,278.2559402207126,0.9866617265653946,0.99
1,4,5,skipgram,5.994842503189409,0.7765839199703594,0.7883333333333333
1,4,5,cbow,0.1291549665014884,0.913115968877362,0.9116666666666666
1,4,6,SVD,1000.0,0.98943661971831,0.9883333333333332
1,4,6,skipgram,21.54434690031885,0.8382134914751668,0.8416666666666667
1,4,6,cbow,0.464158883361278,0.9381022979985174,0.935
1,4,7,SVD,1000.0,0.9890659747961452,0.9883333333333332
1,4,7,skipgram,1000.0,0.8437731653076352,0.8616666666666667
1,4,7,cbow,1.6681005372000592,0.941067457375834,0.9416666666666668
1,4,8,SVD,278.2559402207126,0.9885014836795252,0.9866666666666668
1,4,8,skipgram,278.2559402207126,0.8353421101427777,0.8633333333333333
1,4,8,cbow,21.54434690031885,0.9456703133691824,0.9383333333333334
