emb_type,m,n,k,cohesion-lit-gpt-p-val,cohesion-lit-bot-p-val,separation-lit-gpt-p-val,separation-lit-bot-p-val,RS-lit-gpt-p-val,RS-lit-bot-p-val,RMSSTD-lit-gpt-p-val,RMSSTD-lit-bot-p-val
skipgram,5,5,5,4.1951015207083505e-17,0.0,9.2200305685217e-71,3.91300720698073e-281,1.8759315561335818e-76,4.5795374456224285e-34,5.746013735890025e-17,0.0
skipgram,5,5,6,3.0500120366187327e-19,0.0,2.1883330686075772e-60,5.537030383036972e-234,2.73139284493282e-59,4.1903114998382e-170,4.499845538259386e-19,0.0
skipgram,5,5,7,2.0983691399901205e-21,0.0,2.5334048562460136e-52,1.5789036467059607e-202,9.34158366922702e-45,8.04606237891011e-248,3.28215138074656e-21,0.0
skipgram,5,5,8,2.675076171401274e-23,0.0,1.843412061879469e-46,3.149172092335976e-180,8.438872575270206e-35,6.911748419945063e-286,4.698756872954236e-23,0.0
skipgram,5,5,9,1.370027414521054e-24,0.0,4.776597971224396e-43,4.570078475025924e-173,3.031722815062339e-29,1.03966607900643e-300,2.7342722779428173e-24,0.0
skipgram,5,5,10,1.1248218492445542e-25,0.0,2.058149764976464e-40,1.916035323667782e-173,2.859593540136939e-25,2.763212185519211e-306,2.4126783332351344e-25,0.0
skipgram,5,6,5,7.513261356996882e-16,0.0,2.621667349540276e-82,3.998964197521431e-308,1.0615253229580014e-93,1.0892516790545323e-09,9.51275267057384e-16,0.0
skipgram,5,6,6,5.927672547367928e-17,0.0,1.510495229594814e-74,4.092903627389423e-275,1.1966507425869399e-82,9.35986779224802e-38,7.555992182678364e-17,0.0
skipgram,5,6,7,3.13152477521646e-18,0.0,1.3457444992933302e-67,4.45677801761412e-236,7.945674056544392e-72,5.472319758766337e-148,4.249922744277268e-18,0.0
skipgram,5,6,8,8.639616490623591e-20,0.0,3.1745119245351494e-61,3.395991012510841e-209,7.266741392584987e-61,3.662979782292723e-220,1.2581017992398736e-19,0.0
skipgram,5,6,9,4.52029559297278e-21,0.0,2.4776186856623867e-56,5.584904022935583e-192,1.4382517508836516e-52,1.736401132414424e-262,7.054439069207438e-21,0.0
skipgram,5,6,10,3.62065468338272e-22,0.0,1.2958625206598394e-52,4.0788235550907e-187,1.5596991815441124e-46,3.0107874010855263e-281,6.052023402423168e-22,0.0
skipgram,5,7,5,2.2786610148789336e-15,0.0,2.0019928216972985e-88,0.0,3.686849164058375e-100,1.7011683325082808e-78,2.761602112442432e-15,0.0
skipgram,5,7,6,9.083904470733874e-16,0.0,3.783772216558821e-83,6.338017874581518e-301,4.3180012407688616e-95,0.0078466182119763,1.1260450835669292e-15,0.0
skipgram,5,7,7,1.9914517466673622e-16,0.0,5.949960796087039e-78,4.368670440939202e-271,4.306602635443754e-88,1.0788518752324525e-37,2.5378357377799737e-16,0.0
skipgram,5,7,8,2.419156708827316e-17,0.0,1.1719256162691321e-72,2.694519197740295e-238,1.368359897011362e-80,3.277759869641222e-126,3.20193594644678e-17,0.0
skipgram,5,7,9,2.925370714681223e-18,0.0,2.039966441286792e-68,8.635171835427578e-217,8.382251703532368e-74,1.1163962300421015e-191,3.9765330043719816e-18,0.0
skipgram,5,7,10,3.814770995596117e-19,0.0,3.2222402381850736e-64,1.31412624150005e-203,4.0518831802371385e-67,5.854048264591442e-234,5.618371274428319e-19,0.0
skipgram,5,8,5,5.4223218458360496e-15,0.0,9.554892322002096e-92,0.0,9.879776507005231e-103,9.234545157918873e-153,6.436834180751981e-15,0.0
skipgram,5,8,6,5.619929926353864e-15,0.0,2.1444195322066572e-88,0.0,8.490003364493927e-101,2.6343808514713065e-48,6.614516584622534e-15,0.0
skipgram,5,8,7,2.3817972714500654e-15,0.0,3.3674650278564213e-84,4.7382052529619425e-295,9.196016347068512e-97,0.6192050889295732,2.911089785596268e-15,0.0
skipgram,5,8,8,7.133110234301325e-16,0.0,4.109888051360835e-80,5.3474141263337445e-269,8.648968534871476e-92,4.1086192234065567e-35,9.220860626845989e-16,0.0
skipgram,5,8,9,1.1875935127235067e-16,0.0,6.679355305166582e-76,5.618969049892001e-242,8.970676912745729e-86,5.239045982215372e-107,1.5366229092129334e-16,0.0
skipgram,5,8,10,3.80932261697932e-17,0.0,9.498199009051248e-73,3.8758016553294735e-223,2.156544140911461e-81,6.552553146094227e-165,4.9974510963456115e-17,0.0
skipgram,5,9,5,6.602522368539794e-15,0.0,1.7349986840194197e-92,0.0,8.61599553073687e-102,1.4263002516078749e-208,7.491509759347977e-15,0.0
skipgram,5,9,6,1.2762027981399512e-14,0.0,1.1005192764571494e-90,0.0,6.507750030764954e-102,7.3085961532536065e-112,1.4988989079179345e-14,0.0
skipgram,5,9,7,1.1876825180106936e-14,0.0,5.0080218345511145e-88,0.0,3.3821875631857387e-100,5.9844798381985166e-30,1.4018794525219796e-14,0.0
skipgram,5,9,8,6.586563375401052e-15,0.0,6.615454458597566e-85,3.0607380620501884e-292,1.823709202029593e-97,0.5312783364075211,7.828978051997862e-15,0.0
skipgram,5,9,9,2.7212512772896056e-15,0.0,6.930775825753262e-82,1.2123111729099304e-269,1.785091936839268e-94,2.8829511580185443e-30,3.33684048807288e-15,0.0
skipgram,5,9,10,8.641699457937882e-16,0.0,2.2433554173305217e-78,6.904016840088422e-247,6.230733822005466e-90,7.172180940990923e-87,1.0895437185499037e-15,0.0
skipgram,5,10,5,6.4173840810154346e-15,0.0,1.5426830306121706e-91,0.0,4.649480981981092e-99,1.9370582740548986e-245,7.203100674135686e-15,0.0
skipgram,5,10,6,2.3572545284146988e-14,0.0,2.6161613592224927e-91,0.0,6.358898917939507e-101,5.2928023210272384e-167,2.725235848789876e-14,0.0
skipgram,5,10,7,2.8877605250255243e-14,0.0,9.486286546657469e-90,0.0,5.917870082850613e-101,7.698016510414775e-82,3.3626091393539016e-14,0.0
skipgram,5,10,8,2.4095170962596013e-14,0.0,1.2368980588341791e-87,1.409453738091395e-307,6.696333631593841e-100,3.171108252301477e-20,2.8809440569635727e-14,0.0
skipgram,5,10,9,1.4487249591888992e-14,0.0,3.5378215702241727e-85,4.6165247580743285e-290,1.5683018868239127e-97,0.2673611054293879,1.7152177395806946e-14,0.0
skipgram,5,10,10,7.129491375304809e-15,0.0,1.4054403123247838e-82,6.029683038034311e-271,4.5932929006900505e-95,1.755986056752257e-24,8.779059083618698e-15,0.0
skipgram,6,2,5,1.2599973668446117e-85,0.0,1.764358307298795e-08,5.5031868869643326e-250,4.333956753924775e-30,3.01674196577184e-264,1.6984750614611943e-84,0.0
skipgram,6,2,6,5.20927895504238e-91,0.0,4.522864867644471e-09,7.842886003348053e-244,4.291911497051767e-36,1.2501272630497684e-292,1.0308229574069009e-89,0.0
skipgram,6,2,7,3.0804887661677106e-95,0.0,1.3714333157472459e-09,1.5316008563870065e-240,6.45547403250107e-41,1.8004659423259732e-305,1.121603417426167e-93,0.0
skipgram,6,2,8,3.742975257095485e-98,0.0,3.2112145953731447e-10,1.5978639090871305e-245,1.683282457005832e-44,0.0,1.8221120040468482e-96,0.0
skipgram,6,2,9,1.2625523372636167e-101,0.0,1.5472445416955678e-10,6.616771392939817e-249,1.2859631808930187e-48,0.0,9.014620708379264e-100,0.0
skipgram,6,2,10,1.3410774193304078e-103,0.0,1.9584099999441876e-11,1.6083642920457213e-253,2.297753770999077e-50,0.0,1.6250010345128483e-101,0.0
skipgram,6,3,5,7.238472710332081e-55,0.0,1.999082748489895e-16,5.3930215816083345e-174,0.0090037392206155,9.716737103248336e-290,2.1540659501218417e-54,0.0
skipgram,6,3,6,5.23621772938474e-60,0.0,9.551091713706565e-14,2.863460155350031e-145,1.7866194771602557e-07,0.0,2.226545774824704e-59,0.0
skipgram,6,3,7,3.415816965032239e-63,0.0,3.101514172203932e-13,1.2644924220964574e-141,1.0197209433974972e-10,0.0,1.8041274039564704e-62,0.0
skipgram,6,3,8,8.843626194869486e-66,0.0,6.888939711091101e-13,2.595611398691402e-149,2.0281537110190487e-13,0.0,6.220797931325565e-65,0.0
skipgram,6,3,9,8.679697802942962e-68,0.0,7.284872083706258e-13,3.567759449125277e-156,2.7162484226351893e-15,0.0,7.893328394479718e-67,0.0
skipgram,6,3,10,3.056626710178697e-69,0.0,5.329412960343513e-13,3.484644542494148e-162,3.658313896961241e-17,0.0,3.5181109831977675e-68,0.0
skipgram,6,4,5,3.5977802977204854e-42,0.0,5.469582811682131e-37,5.406716418363818e-196,5.456618168194661e-13,8.941479015804187e-254,7.067843854710639e-42,0.0
skipgram,6,4,6,9.481087916370514e-48,0.0,1.5271858211365066e-27,2.7787619759935424e-151,0.0028074330726841,7.96461540110317e-299,2.1028943632965487e-47,0.0
skipgram,6,4,7,1.6474636148978323e-51,0.0,2.41721540707474e-23,9.824716678200242e-124,0.5500054324940027,0.0,4.4848075249563066e-51,0.0
skipgram,6,4,8,3.615524961666692e-54,0.0,3.1026078967492325e-21,5.6195987681342675e-115,0.4266118265528061,0.0,1.178535954738872e-53,0.0
skipgram,6,4,9,2.374591791578264e-56,0.0,4.8512490262988005e-20,6.367541458573646e-119,0.0705223728473475,0.0,9.390685547186196e-56,0.0
skipgram,6,4,10,7.04231443746279e-58,0.0,2.2638238024209713e-19,6.412617263006936e-128,0.0153254145843953,0.0,3.10748399550935e-57,0.0
skipgram,6,5,5,5.244532718928215e-37,0.0,5.947837230464015e-54,3.8090003596694423e-252,4.245847119934834e-38,4.346178012726813e-125,8.55108030808389e-37,0.0
skipgram,6,5,6,1.6082485985886834e-40,0.0,2.7168897628741647e-45,3.4597879071030257e-192,8.457044239760178e-24,1.7072016300602343e-246,2.796542185964481e-40,0.0
skipgram,6,5,7,1.0887842293336414e-43,0.0,1.465360746886447e-38,3.889777392123077e-154,4.535505367973791e-14,6.861174655997965e-291,2.1338067499835882e-43,0.0
skipgram,6,5,8,1.9241367203077925e-46,0.0,7.282890196518145e-34,4.1396239360958557e-132,2.016624503764648e-08,8.4181219611829e-310,4.219669179757634e-46,0.0
skipgram,6,5,9,1.4917658175750882e-48,0.0,5.756831777359014e-31,1.0991021186793044e-125,2.2815364771105188e-05,0.0,3.4959203198064484e-48,0.0
skipgram,6,5,10,1.963886005519822e-50,0.0,6.787300905922301e-29,5.043490931381336e-127,0.0011915990959457,0.0,5.460351540838244e-50,0.0
skipgram,6,6,5,7.04904916495379e-35,0.0,7.467269215722673e-65,1.903918990937663e-288,2.06775341707183e-55,3.694929909894705e-16,9.762554059070324e-35,0.0
skipgram,6,6,6,8.018398679800086e-37,0.0,1.8792959620375177e-58,5.198054772944407e-242,4.7155695443599e-45,9.983713341857e-134,1.177878841833391e-36,0.0
skipgram,6,6,7,5.88168312995734e-39,0.0,2.847281225212605e-52,2.0327767895374517e-193,1.5816359225558296e-34,2.3799221893754045e-233,9.17843785196004e-39,0.0
skipgram,6,6,8,3.5279894102514786e-41,0.0,3.5377639972741263e-47,1.6293757283910014e-162,4.19780244254635e-26,2.1131842451039093e-277,6.118971750274926e-41,0.0
skipgram,6,6,9,3.678664433435861e-43,0.0,7.66405329641803e-43,5.541345481689889e-144,4.973077916791248e-20,3.1700809476973653e-299,6.6822921657570715e-43,0.0
skipgram,6,6,10,8.918357773472445e-45,0.0,6.943910815885829e-40,2.513054592450092e-140,7.641175635285942e-16,8.209323912986946e-308,1.7877048317512982e-44,0.0
skipgram,6,7,5,9.660495952474192e-34,0.0,5.580188284003346e-71,1.093751327332896e-309,1.161485787148079e-64,1.5914284474417342e-10,1.251319382906402e-33,0.0
skipgram,6,7,6,1.1049551776959083e-34,0.0,6.895808187315276e-67,4.4754611629119333e-277,6.821050376825735e-59,8.260409754562112e-32,1.552092502023605e-34,0.0
skipgram,6,7,7,2.6272224460854e-36,0.0,1.5927236421903383e-61,9.370184392331002e-236,2.0186680296320085e-50,7.379311304491704e-135,3.720642653911416e-36,0.0
skipgram,6,7,8,1.1541574918884885e-37,0.0,2.599056403667184e-57,2.008593990078641e-195,2.245288691257269e-43,2.801938640256219e-218,1.6765245408486214e-37,0.0
skipgram,6,7,9,4.81635257419174e-39,0.0,2.3611471819190086e-53,4.001654689973562e-169,5.732154523866942e-37,3.3167180775116406e-263,7.557608277784115e-39,0.0
skipgram,6,7,10,1.404809593856166e-40,0.0,8.713999270286088e-50,2.638202753815161e-155,5.247272767798991e-31,2.708240175314433e-286,2.336347940566503e-40,0.0
skipgram,6,8,5,8.636109020181704e-33,0.0,3.366266362892974e-74,0.0,3.3727661020680387e-69,8.809267058486786e-66,1.0961377272030658e-32,0.0
skipgram,6,8,6,2.1338681681578426e-33,0.0,2.0929457807575787e-71,3.317310471996885e-300,5.01123935900661e-66,0.3169567227905768,2.6871277235189245e-33,0.0
skipgram,6,8,7,3.6006831135011446e-34,0.0,4.097602614640749e-68,1.355815730462543e-268,1.459131013744712e-61,4.5369356612481006e-43,4.7379545090703546e-34,0.0
skipgram,6,8,8,3.5237791362347867e-35,0.0,1.7183710781643115e-64,2.271095935256167e-234,4.44904058893676e-56,1.2235225556640138e-129,4.8045007006332707e-35,0.0
skipgram,6,8,9,3.197072892165227e-36,0.0,4.518657107426361e-61,3.714342635491822e-200,1.3463991412746078e-50,1.4962108033403344e-203,4.694643023201524e-36,0.0
skipgram,6,8,10,2.5010965537097788e-37,0.0,1.284405862859217e-57,8.441165985166081e-177,5.63662377931931e-45,2.69665698619285e-246,3.6660887401307033e-37,0.0
skipgram,6,9,5,2.0207689213083694e-32,0.0,3.1989547771820993e-75,0.0,5.094140344047951e-70,3.1235580700378294e-130,2.4250194474347395e-32,0.0
skipgram,6,9,6,2.3899182647447716e-32,0.0,3.1347703344698967e-74,0.0,5.298465377524729e-70,3.5244897148311196e-30,2.979122369837057e-32,0.0
skipgram,6,9,7,7.504211801710717e-33,0.0,1.0689442463767808e-71,9.31144670420105e-292,3.1990411360722106e-67,0.0080997234396678,9.676611791119574e-33,0.0
skipgram,6,9,8,1.648927774942053e-33,0.0,7.7292477225265e-69,1.2067905921933076e-262,2.425139140038662e-63,8.124099729029552e-50,2.1597259006602077e-33,0.0
skipgram,6,9,9,3.119258906364625e-34,0.0,2.606946527728531e-66,6.5166009006423825e-233,1.343275092298299e-59,9.341304294127698e-124,4.120954449774837e-34,0.0
skipgram,6,9,10,6.393296882911945e-35,0.0,8.713601084733587e-64,1.824284746531736e-205,1.154241222093549e-55,3.715571319869514e-187,8.723108493496721e-35,0.0
skipgram,6,10,5,3.2986160059684684e-32,0.0,6.986810193223807e-75,0.0,2.496722908734996e-69,9.234569267399856e-184,3.801052471884063e-32,0.0
skipgram,6,10,6,8.187263943099617e-32,0.0,5.837712535614486e-75,0.0,1.6008362882854542e-70,1.4005309501320183e-82,9.632151477401039e-32,0.0
skipgram,6,10,7,4.927502259648934e-32,0.0,1.1213750761460836e-73,2.774725216594096e-307,1.2038153350908966e-69,1.1634167238451977e-12,5.87983669046058e-32,0.0
skipgram,6,10,8,2.601236323132533e-32,0.0,5.131661171087771e-72,1.1679906638205736e-284,5.6472094515359064e-68,4.885297274041476e-07,3.23328199819072e-32,0.0
skipgram,6,10,9,8.195862500805642e-33,0.0,1.1812354191720103e-69,1.1078241371311105e-259,5.812639009998604e-65,1.860298371449478e-52,1.0441701801236576e-32,0.0
skipgram,6,10,10,3.1532479438566904e-33,0.0,6.471336442759778e-68,4.707024853382791e-234,1.0322244370560628e-62,9.87346109748382e-115,3.9210698927839535e-33,0.0
skipgram,7,2,5,7.022482517392917e-49,0.0,0.3673428303834957,9.15984685726685e-257,8.972774616732504e-31,4.221344187196233e-293,5.3003682100699206e-48,0.0
skipgram,7,2,6,5.1684941015853274e-51,0.0,0.1683551703575523,4.4981905208674235e-259,9.588274610475472e-33,1.9982357823925302e-304,6.5837042226493945e-50,0.0
skipgram,7,2,7,2.118582056841983e-52,0.0,0.0729808777935949,1.205494976398162e-263,3.013626009210416e-33,0.0,3.9137453816106703e-51,0.0
skipgram,7,2,8,3.229188301829029e-54,0.0,0.0454113470768685,1.6095798247982098e-268,2.2192467940411277e-35,0.0,8.92530069306146e-53,0.0
skipgram,7,2,9,6.553704797785595e-55,0.0,0.0166055977790204,1.0904751772374587e-272,9.883310769985571e-35,0.0,2.8617072744692352e-53,0.0
skipgram,7,2,10,2.623005961604116e-56,0.0,0.0081413663285028,2.5094084187897894e-277,1.8262782654603116e-35,0.0,1.7484055140761686e-54,0.0
skipgram,7,3,5,9.03534116579062e-28,0.0,3.507716865346699e-05,1.6223237088916214e-193,0.0004143668391747,2.5112148798731558e-307,2.0350339739828213e-27,0.0
skipgram,7,3,6,4.2510507764245494e-31,0.0,0.0010690961374284,9.843274344935779e-163,4.8282304070268895e-09,0.0,1.2391659683766324e-30,0.0
skipgram,7,3,7,4.5403727638225166e-33,0.0,0.0019215495971362,1.1197759160603815e-156,6.596123410593007e-12,0.0,1.5127963868324363e-32,0.0
skipgram,7,3,8,3.766416517388502e-34,0.0,0.0019265163973762,4.355835487025276e-168,1.9642512168317386e-13,0.0,1.704950590379661e-33,0.0
skipgram,7,3,9,6.577771719904948e-35,0.0,0.0017829914335684,2.108847268992966e-177,1.7131749077489847e-14,0.0,3.3404085952374212e-34,0.0
skipgram,7,3,10,8.87651496732847e-36,0.0,0.0016101294248396,8.620094125725979e-185,1.1688225120964054e-15,0.0,5.223321683216954e-35,0.0
skipgram,7,4,5,1.2730568178908456e-18,0.0,2.3862923148216132e-20,1.9273569693512135e-218,1.4852502766431166e-09,1.9630606664907878e-287,2.0168828490571645e-18,0.0
skipgram,7,4,6,4.567130290843254e-22,0.0,3.83296842642323e-13,1.1626532960862907e-177,0.0341571417017559,0.0,8.471154165340656e-22,0.0
skipgram,7,4,7,1.1596255257721671e-24,0.0,7.146507526545477e-10,1.7057370457295752e-147,0.8361331496623245,0.0,2.357233517222737e-24,0.0
skipgram,7,4,8,2.869845758628878e-26,0.0,1.7088998619474172e-08,1.2234233581887327e-136,0.1558970967223895,0.0,6.960256010983434e-26,0.0
skipgram,7,4,9,3.368253982883356e-27,0.0,6.475753574479137e-08,3.0096926281957542e-139,0.0365550550984719,0.0,8.783587516325399e-27,0.0
skipgram,7,4,10,1.2044251723152556e-28,0.0,5.696312069582898e-07,3.4087892455156856e-148,0.0025155098847252,0.0,3.4368735448876853e-28,0.0
skipgram,7,5,5,2.936167732154569e-15,0.0,4.0798557625281384e-35,2.6971556514846017e-271,1.462267955546992e-30,7.003806506689001e-196,3.894392086027042e-15,0.0
skipgram,7,5,6,3.256820388082139e-17,0.0,1.296814354602349e-27,2.701391065851523e-219,4.748715175998483e-19,3.3425905223020545e-279,4.7503790304233647e-17,0.0
skipgram,7,5,7,3.1033556657901915e-19,0.0,8.365102865540116e-22,8.23820351822697e-185,7.087474536137307e-11,1.2319794558761037e-305,4.8714763326445e-19,0.0
skipgram,7,5,8,5.3393345896257034e-21,0.0,6.410988008339432e-18,1.2500569456337581e-160,3.977680264425458e-06,0.0,8.866200883010828e-21,0.0
skipgram,7,5,9,2.6238526248920343e-22,0.0,1.7087131921559085e-15,1.2589790774974234e-151,0.0010639064294161,0.0,4.858687595061263e-22,0.0
skipgram,7,5,10,2.0742825760905765e-23,0.0,6.09417155190893e-14,7.869725606069262e-152,0.0174729308011233,0.0,4.0177007824986324e-23,0.0
skipgram,7,6,5,5.5311401192024225e-14,0.0,1.9153469221518426e-45,6.237648867098394e-304,3.6001205727635975e-46,8.061836995306029e-69,6.733034695117005e-14,0.0
skipgram,7,6,6,3.920609793783488e-15,0.0,3.849017690199536e-39,4.528964915758104e-267,8.813276574267299e-37,1.0073158556490616e-193,5.0320932752356086e-15,0.0
skipgram,7,6,7,2.361960041218317e-16,0.0,1.1790069457103059e-33,1.0412745875957387e-224,3.1305917106093566e-28,3.540366094440711e-266,3.089353525782553e-16,0.0
skipgram,7,6,8,1.1174232756690852e-17,0.0,7.908247004928093e-29,1.1900399852121788e-195,8.082674130143573e-21,1.0409318526227372e-295,1.5834626174927148e-17,0.0
skipgram,7,6,9,7.926882627101094e-19,0.0,2.328988096404643e-25,2.2408254399795707e-176,1.0868366918179252e-15,3.51307470304633e-309,1.1770329911851034e-18,0.0
skipgram,7,6,10,9.628338967644135e-20,0.0,7.143563008960956e-23,2.293449858433609e-170,2.237210287105488e-12,0.0,1.4987919479453908e-19,0.0
skipgram,7,7,5,1.947473070658754e-13,0.0,5.0974617856344936e-51,0.0,8.570227218012904e-54,0.000536838595429,2.2631418780002283e-13,0.0
skipgram,7,7,6,4.923282104331811e-14,0.0,3.1289361856282103e-46,1.967016239443297e-296,9.179490609403387e-48,3.03227716439502e-84,5.805949643888155e-14,0.0
skipgram,7,7,7,7.786577239339755e-15,0.0,1.1241419030610191e-41,1.3043705752533807e-263,4.5195995442209637e-41,6.652159265137675e-188,9.730596705626031e-15,0.0
skipgram,7,7,8,1.422823628909514e-15,0.0,4.839657229644337e-38,3.863777492289543e-229,1.857972520827972e-35,5.603159176452127e-253,1.8977514473490628e-15,0.0
skipgram,7,7,9,2.1009482764409883e-16,0.0,1.967996451991928e-34,9.035663113681137e-205,6.992151101676365e-30,5.0611528401645965e-284,2.69734767046335e-16,0.0
skipgram,7,7,10,3.2846095980849097e-17,0.0,3.0703705013354856e-31,6.924429259167413e-190,5.998529949180335e-25,2.2297528489322408e-299,4.503625879244632e-17,0.0
skipgram,7,8,5,4.2597606523931333e-13,0.0,1.0951448647909668e-53,0.0,4.550341192257984e-57,2.061242612574369e-18,4.767888631139885e-13,0.0
skipgram,7,8,6,2.824175327451009e-13,0.0,7.76241419561082e-51,0.0,8.144414777134537e-54,2.086372208388775e-14,3.207038923014591e-13,0.0
skipgram,7,8,7,8.796662365511793e-14,0.0,2.2452647167923224e-47,3.8357337786814698e-292,9.426244100478249e-50,5.924819620369962e-94,1.030327470732982e-13,0.0
skipgram,7,8,8,3.321246661326928e-14,0.0,2.1297733663700738e-44,1.1327371266115582e-264,9.828597747660324e-46,2.929059747856013e-179,3.98835280403832e-14,0.0
skipgram,7,8,9,7.281855264503623e-15,0.0,4.77348982320231e-41,2.42927352777411e-234,1.5659846530829366e-40,1.014568297740626e-238,9.085592517976912e-15,0.0
skipgram,7,8,10,2.2521861248170844e-15,0.0,2.409739399782666e-38,5.287212744017861e-214,9.42591023431428e-37,1.151224262213503e-270,2.7565262174468636e-15,0.0
skipgram,7,9,5,5.568020173234634e-13,0.0,2.291765771544888e-54,0.0,4.375896794779381e-57,4.447961911560688e-69,6.118127430330515e-13,0.0
skipgram,7,9,6,5.902542345804192e-13,0.0,1.3265849017605089e-52,0.0,3.404191220303674e-56,0.0008527692670937,6.532406914114711e-13,0.0
skipgram,7,9,7,4.02603318057679e-13,0.0,7.629526866415979e-51,4.9461030238172e-310,2.542023238389068e-54,2.843872651249615e-25,4.5348164552351763e-13,0.0
skipgram,7,9,8,1.728830357843271e-13,0.0,4.912389771000007e-48,4.929235333649868e-289,6.878444274758132e-51,3.74791078531225e-98,1.9743861842090202e-13,0.0
skipgram,7,9,9,8.04463033022821e-14,0.0,1.2877503712701478e-45,4.3240032675253816e-265,1.154787477363646e-47,5.037289764733573e-171,9.359437366923719e-14,0.0
skipgram,7,9,10,3.9140414990857246e-14,0.0,3.82148227435096e-43,2.428521362370325e-240,5.1873158017800475e-44,2.648919772027217e-223,4.6649486353783586e-14,0.0
skipgram,7,10,5,4.898431980538304e-13,0.0,3.2848909353505196e-53,0.0,9.042820014271215e-55,9.019316586369747e-125,5.356423758284426e-13,0.0
skipgram,7,10,6,1.0311004209486981e-12,0.0,5.223562974472377e-53,0.0,7.20840938666829e-56,3.892153147080983e-34,1.1349047673618781e-12,0.0
skipgram,7,10,7,9.288507780575454e-13,0.0,6.110258426382792e-52,0.0,1.5193133994645804e-55,0.5188336193801383,1.020284321965608e-12,0.0
skipgram,7,10,8,6.499584842198482e-13,0.0,1.3340864680664753e-50,3.661800027490735e-306,2.812779191912878e-54,2.986785601669025e-34,7.317494713732931e-13,0.0
skipgram,7,10,9,4.087868583372425e-13,0.0,9.859401546205342e-49,3.146959466860168e-288,3.2374236333248487e-52,4.6724907960516437e-97,4.609505117824041e-13,0.0
skipgram,7,10,10,2.4679624782663865e-13,0.0,1.6900765771025516e-46,1.0687858607511905e-267,4.404806995639472e-49,3.517698782357522e-159,2.714013885846885e-13,0.0
skipgram,8,2,5,1.7745111068346474e-83,0.0,0.2800791201964999,3.6283445959619027e-265,3.4151389240420834e-53,1.0414719129394573e-288,2.177566683069845e-82,0.0
skipgram,8,2,6,2.0335627056514336e-86,0.0,0.0826559534555002,4.528964915758104e-267,2.2793744569735422e-55,3.2466282966158887e-301,3.9704701799968107e-85,0.0
skipgram,8,2,7,1.497560423876407e-88,0.0,0.0190641329383786,2.0608525012385085e-269,9.99888746870078e-56,1.15377410011329e-309,4.413481314802164e-87,0.0
skipgram,8,2,8,3.4700383700268983e-91,0.0,0.0067058221954266,5.915989154047973e-273,4.041799765230372e-57,0.0,1.642631412505874e-89,0.0
skipgram,8,2,9,8.189484477586664e-93,0.0,0.0015833503938986,1.9109199186220627e-276,9.448196173331296e-58,0.0,5.568257087471774e-91,0.0
skipgram,8,2,10,2.2338287613569735e-94,0.0,0.0004785719124666,1.1899159047345255e-278,6.68690609363996e-59,0.0,2.14236555431736e-92,0.0
skipgram,8,3,5,7.293371691205311e-53,0.0,7.278570518429275e-06,9.146861044244697e-203,1.1968620047354625e-12,3.6715385730771056e-306,2.2148215565215647e-52,0.0
skipgram,8,3,6,3.1922460366797574e-57,0.0,0.0001180885006916,2.0329065899517916e-174,4.574008629432191e-20,0.0,1.28246488241934e-56,0.0
skipgram,8,3,7,6.358505373165952e-60,0.0,0.0001726099957866,7.484152537953744e-169,4.6807634546172755e-24,0.0,3.259687546226326e-59,0.0
skipgram,8,3,8,1.4628414053042216e-61,0.0,0.0001273696921113,3.181359873034348e-180,3.041292636149419e-26,0.0,1.0126253684770196e-60,0.0
skipgram,8,3,9,1.0699451727509824e-62,0.0,6.478840867458123e-05,5.112568651054332e-187,2.3554275845152397e-27,0.0,8.555581805104132e-62,0.0
skipgram,8,3,10,5.979578221745353e-64,0.0,4.760068019723144e-05,1.4786005317669508e-193,1.4461678502653116e-28,0.0,6.768211070836494e-63,0.0
skipgram,8,4,5,8.417468146284135e-41,0.0,1.329797704356815e-21,4.0919937866146975e-229,0.0060404391694597,2.715232934325199e-291,1.628135750535101e-40,0.0
skipgram,8,4,6,2.7110018590328924e-45,0.0,5.8387629898460085e-15,6.276385553714915e-189,0.3571164440985199,0.0,5.98826943496019e-45,0.0
skipgram,8,4,7,1.88665080301684e-48,0.0,5.71319275910281e-12,8.240528675742416e-160,0.0020635686771322,0.0,5.2885331390199026e-48,0.0
skipgram,8,4,8,1.1306783979189346e-50,0.0,1.825502256303692e-10,2.663415959389571e-150,1.2940456440090098e-05,0.0,3.505300422693354e-50,0.0
skipgram,8,4,9,2.660801623339494e-52,0.0,9.433377843594743e-10,8.465549290849956e-154,1.9513249270160498e-07,0.0,1.0050145811950712e-51,0.0
skipgram,8,4,10,1.3344312953901684e-53,0.0,1.99338106364848e-09,2.731875567824881e-163,9.495836549488881e-09,0.0,5.732065140491805e-53,0.0
skipgram,8,5,5,4.5740007214727326e-36,0.0,2.8551419470827592e-36,1.5528179899310762e-280,4.003340394928899e-18,6.225643649119234e-219,7.247507744674681e-36,0.0
skipgram,8,5,6,9.496159779280581e-39,0.0,1.9356828504096005e-29,2.6272806739208226e-231,1.0858903392124239e-09,1.1499604705198044e-283,1.6126991616424143e-38,0.0
skipgram,8,5,7,2.9935074301271084e-41,0.0,2.162006555687264e-24,4.7270956584563854e-197,0.0001382729422683,8.983458808302404e-306,5.8720457272517e-41,0.0
