emb_type,m,n,k,cohesion-lit-gpt-p-val,cohesion-lit-bot-p-val,separation-lit-gpt-p-val,separation-lit-bot-p-val,RS-lit-gpt-p-val,RS-lit-bot-p-val,RMSSTD-lit-gpt-p-val,RMSSTD-lit-bot-p-val
svd,7,9,7,1.1089160405797132e-143,0.0,1.1085870988793243e-154,0.0,1.036064418065259e-58,0.2005079155504516,8.435235686629857e-144,0.0
svd,7,9,8,2.939898266337192e-142,0.0,1.5591829202300632e-155,0.0,3.1984081096864925e-62,9.26214620212956e-05,2.2263515765525964e-142,0.0
svd,7,9,9,3.7107860894822935e-141,0.0,3.0553259869408003e-155,0.0,3.079165853256562e-64,3.9567692189579364e-13,2.400015776853857e-141,0.0
svd,7,9,10,2.6707772832433405e-140,0.0,3.536489155642307e-155,0.0,9.140594504066769e-64,1.3798903504167294e-26,1.6103847423811678e-140,0.0
svd,7,10,5,1.8519610473732896e-147,0.0,5.639142490039756e-152,0.0,2.3402586889334027e-50,0.0103407681692962,1.5932884692020546e-147,0.0
svd,7,10,6,2.1900997278928776e-145,0.0,2.0804010965766973e-153,0.0,2.2330189103090464e-52,0.08985714205899,1.6995902000053824e-145,0.0
svd,7,10,7,4.4418922473582063e-144,0.0,7.651392724352991e-154,0.0,1.377256218777147e-52,0.6015036078347331,3.4510389911741204e-144,0.0
svd,7,10,8,1.865233283238505e-142,0.0,2.661088504276518e-155,0.0,4.313364369925448e-55,0.0993590194474656,1.3399581959491763e-142,0.0
svd,7,10,9,1.749973923957813e-141,0.0,3.313943975858072e-155,0.0,1.4936683389793606e-57,0.0003438326877955,1.2225090989219689e-141,0.0
svd,7,10,10,1.3771126406774802e-140,0.0,9.014302691855502e-155,0.0,6.89322206277567e-56,1.2732476000246098e-10,8.331311988352919e-141,0.0
svd,8,2,5,6.264923483444623e-05,0.0,8.504744853505444e-161,0.0,7.109569105752084e-141,0.0,0.0002358180936395,0.0
svd,8,2,6,3.994672882915613e-12,0.0,4.360529271264161e-163,0.0,1.2154031444354557e-149,0.0,4.9648665560869365e-11,0.0
svd,8,2,7,1.1294666965684749e-54,0.0,3.575163878914779e-166,0.0,2.0346845424210368e-166,0.0,3.3332668357571016e-52,0.0
svd,8,2,8,3.5415809400274218e-81,0.0,1.5068120508745882e-168,0.0,9.610589180687109e-181,0.0,2.951226032388189e-78,0.0
svd,8,2,9,3.701649071832499e-74,0.0,1.050111172296481e-167,0.0,3.022903362359125e-178,0.0,4.472353693960565e-71,0.0
svd,8,2,10,8.479864002727059e-60,0.0,5.861621240733804e-167,0.0,1.6949302603193259e-174,0.0,1.4821768112987785e-56,0.0
svd,8,3,5,6.336424692515449e-153,0.0,3.350231853219809e-139,0.0,1.4428367429221455e-76,2.6239341874888014e-269,1.0530936613512789e-153,0.0
svd,8,3,6,4.1129192222963495e-152,0.0,2.8629448214195534e-140,0.0,3.342223483824911e-90,8.429119966593186e-295,2.920390783955885e-153,0.0
svd,8,3,7,9.289135091876576e-84,0.0,1.422505715151347e-138,0.0,1.010884908956476e-88,4.9932381784045625e-289,3.2774839068209367e-85,0.0
svd,8,3,8,1.5518027048342391e-06,0.0,3.0743050260504205e-142,0.0,2.7619162547702704e-105,7.977315343077099e-293,5.642358475339102e-07,0.0
svd,8,3,9,0.0062985212700388,0.0,7.954027655478424e-146,0.0,3.190709679632074e-116,4.5252818452984026e-288,0.0030231503930884,0.0
svd,8,3,10,0.0308543706634387,0.0,1.787139749051463e-147,0.0,6.2380793276637375e-121,1.2793642198903246e-276,0.0150343320984945,0.0
svd,8,4,5,1.2880497679960343e-145,0.0,5.258513096153767e-145,0.0,3.134699706346943e-72,1.7279084005998828e-172,7.3085148561206134e-146,0.0
svd,8,4,6,5.069930338977396e-149,0.0,3.323029914976832e-141,0.0,2.488584017038953e-67,5.386853618025563e-167,2.0005293727667825e-149,0.0
svd,8,4,7,4.4901781301020895e-150,0.0,4.025119017389485e-141,0.0,1.3896666910969683e-75,1.5554739800231e-158,1.3643177739269217e-150,0.0
svd,8,4,8,5.03146374996254e-150,0.0,1.210985955328991e-142,0.0,8.158017646509052e-90,3.653042653454263e-176,9.80688246196524e-151,0.0
svd,8,4,9,7.428164065102919e-149,0.0,2.947058160178745e-141,0.0,7.396158393174905e-88,1.2721664081040466e-157,7.278985865203185e-150,0.0
svd,8,4,10,4.44959688332833e-143,0.0,5.636727575165391e-141,0.0,2.8117146252792503e-90,1.7657013146839514e-154,2.2085288519686707e-144,0.0
svd,8,5,5,1.119800497848793e-143,0.0,2.3934206138687265e-149,0.0,1.862723119152932e-77,7.548793997319598e-40,8.288163079144373e-144,0.0
svd,8,5,6,9.559003325771257e-144,0.0,3.136226540613531e-148,0.0,6.089771801079824e-71,1.5236177387071144e-123,6.645532268780172e-144,0.0
svd,8,5,7,2.8486945753084953e-144,0.0,5.219222098009236e-146,0.0,1.4517766967820938e-72,1.6414926168794846e-127,1.5431931111730096e-144,0.0
svd,8,5,8,8.257260530550077e-145,0.0,4.114335323643318e-145,0.0,9.643047008324443e-76,5.495377222148255e-132,3.781227165314626e-145,0.0
svd,8,5,9,4.804545122482619e-145,0.0,7.800702703259676e-145,0.0,2.8871134233208258e-80,7.183641613364816e-141,1.7029348027412814e-145,0.0
svd,8,5,10,5.248202824974784e-145,0.0,1.5251567660937388e-144,0.0,1.1904261545035689e-83,4.371224034479775e-148,1.4522178624751115e-145,0.0
svd,8,6,5,4.905096547029263e-143,0.0,8.547343016811434e-152,0.0,1.7922766791443e-77,3.91082384245832e-06,3.7262284221193973e-143,0.0
svd,8,6,6,2.4776375944642477e-142,0.0,1.9939373336736063e-151,0.0,3.273771151944363e-73,4.67607150315726e-34,1.79755709694984e-142,0.0
svd,8,6,7,1.2738433785141584e-142,0.0,8.763141970536525e-150,0.0,1.6608541538626066e-67,1.80853590654788e-93,7.723379560635787e-143,0.0
svd,8,6,8,1.4288294847402829e-142,0.0,2.659885690069657e-148,0.0,1.0254455351898058e-70,1.8270409913841736e-102,8.563192274732028e-143,0.0
svd,8,6,9,3.4882468370567664e-142,0.0,1.7417379665701457e-147,0.0,9.8657165165035e-74,9.29209394122812e-108,1.7155647689813753e-142,0.0
svd,8,6,10,2.27769339171357e-141,0.0,1.4345691625226632e-147,0.0,1.6542090629847239e-78,2.345565615739674e-118,8.807845407117884e-142,0.0
svd,8,7,5,5.348938661999618e-144,0.0,1.5767448801610983e-151,0.0,2.1451897208832416e-71,0.7946705838128647,4.2464575270918286e-144,0.0
svd,8,7,6,5.89350592525964e-142,0.0,8.037910947361202e-153,0.0,3.255154907198748e-70,9.482150209737472e-06,4.387047382680204e-142,0.0
svd,8,7,7,7.824551383306106e-142,0.0,8.495995136248139e-152,0.0,2.155187734847173e-68,5.0534901479159446e-26,5.463683392976184e-142,0.0
svd,8,7,8,1.241624584445547e-141,0.0,1.249356541556931e-150,0.0,6.871487248385379e-66,7.550092982591423e-59,7.659276459609265e-142,0.0
svd,8,7,9,3.1173141894974816e-141,0.0,1.4199132568729378e-149,0.0,2.135066436326701e-68,3.2634134742530018e-74,1.7704449750642746e-141,0.0
svd,8,7,10,1.1844333337477268e-140,0.0,3.131783284247352e-149,0.0,6.458069455161905e-70,6.480981492225964e-83,5.836490807272712e-141,0.0
svd,8,8,5,1.9907803293688056e-144,0.0,7.666540434927714e-151,0.0,8.038299060683839e-63,0.092617981859803,1.6657341509595755e-144,0.0
svd,8,8,6,8.061506766163735e-143,0.0,4.29892834255723e-152,0.0,1.179397375201636e-62,0.7091425507139476,6.054134140645015e-143,0.0
svd,8,8,7,3.820130062031866e-141,0.0,4.701463526831341e-153,0.0,6.780222748733539e-65,0.0003412276647583,2.796901168070696e-141,0.0
svd,8,8,8,2.122600060190774e-140,0.0,1.4709866425772488e-152,0.0,3.806988031486577e-65,1.5974837954942803e-17,1.493516937186764e-140,0.0
svd,8,8,9,1.2271564079638565e-139,0.0,6.086647362634648e-152,0.0,1.1509469057647727e-64,2.8783395711940384e-39,7.3940068038788015e-140,0.0
svd,8,8,10,1.68920254475781e-139,0.0,7.743672697643491e-151,0.0,6.29329871678483e-67,9.46352449060404e-49,8.659604448980823e-140,0.0
svd,8,9,5,3.642752101361448e-145,0.0,1.6820819046969574e-149,0.0,5.834060777284015e-56,0.0079647319152874,3.022735474908137e-145,0.0
svd,8,9,6,1.1557161762895148e-142,0.0,2.993306906929964e-152,0.0,3.29231026346167e-59,0.1366514545618362,9.14933939633946e-143,0.0
svd,8,9,7,1.0670479461750677e-140,0.0,4.845871223528244e-153,0.0,4.2470077880558676e-60,0.3463142478155433,8.155971747577618e-141,0.0
svd,8,9,8,9.852614962806718e-140,0.0,1.2345741854466457e-152,0.0,1.3399239422989293e-59,0.0002672846675199,7.032654743886916e-140,0.0
svd,8,9,9,9.841657312939584e-139,0.0,1.7525930883738368e-152,0.0,3.231910874763776e-63,8.62273207995033e-13,6.101654737499586e-139,0.0
svd,8,9,10,1.4126025375562775e-137,0.0,8.818662128004669e-153,0.0,6.885699288917111e-64,3.655669212733914e-25,8.41400001330305e-138,0.0
svd,8,10,5,5.026414367209788e-145,0.0,3.311352688778005e-149,0.0,1.242821580719657e-49,0.0058915216057722,4.338311206553952e-145,0.0
svd,8,10,6,5.925754773518978e-143,0.0,7.805936048861723e-151,0.0,1.2603220687818872e-51,0.0295028469965683,4.690055432931337e-143,0.0
svd,8,10,7,1.819145389276512e-141,0.0,1.5830858135649427e-151,0.0,9.531438087415953e-53,0.390916074949756,1.408420031636645e-141,0.0
svd,8,10,8,5.156240411160179e-140,0.0,1.0423925744947892e-152,0.0,1.5503713288804684e-56,0.4270179050254457,3.693411338886618e-140,0.0
svd,8,10,9,1.6808031004308308e-138,0.0,1.693104479985172e-153,0.0,2.297023136181982e-59,0.0007734944008668,1.1474673231924904e-138,0.0
svd,8,10,10,1.1166403861158139e-137,0.0,3.3432067639725735e-153,0.0,2.3597865894651144e-60,9.228101468691583e-10,6.975656472828691e-138,0.0
skipgram,1,2,5,2.7537115700426813e-154,0.0,2.1774817205627566e-126,4.458944905438032e-216,5.2342880588694255e-40,3.966838883453073e-05,1.9046202104272662e-154,0.0
skipgram,1,2,6,4.5550252006389104e-147,0.0,9.5268521294317e-129,1.264617263892755e-218,1.2149807216501e-52,0.0824954633097121,2.896265101883663e-147,0.0
skipgram,1,2,7,1.5583599445626142e-140,0.0,4.228819928279022e-130,2.4957912261061462e-222,3.653400481345601e-60,0.0008380897344432,9.3200045851542e-141,0.0
skipgram,1,2,8,8.723044631956921e-137,0.0,6.492939711782198e-131,1.6667314109107914e-224,1.915169683524788e-65,0.0001982433761243,4.712300163026215e-137,0.0
skipgram,1,2,9,3.9949980578049916e-133,0.0,2.116104127186187e-131,7.888828213200484e-227,2.1291406237550184e-69,3.3864645178597863e-06,1.925784775771976e-133,0.0
skipgram,1,2,10,4.1817050214722665e-131,0.0,1.108684173274066e-131,1.650587034382248e-228,8.259806907138168e-73,2.3490814754236346e-07,2.004561335438167e-131,0.0
skipgram,1,3,5,5.449437659786936e-165,0.0,2.1669243635043336e-122,5.442766693446616e-271,6.546693988763389e-29,2.376224683539702e-102,4.9177720770571755e-165,0.0
skipgram,1,3,6,1.516597612628246e-159,0.0,4.340418701606842e-126,1.7996411625544936e-270,4.082955041329784e-37,1.3518157846417203e-75,1.315657690155213e-159,0.0
skipgram,1,3,7,1.0146286281426804e-150,0.0,2.628657549093445e-129,2.4037319709649096e-270,2.408244981883912e-50,5.776868453650121e-57,8.714518330688889e-151,0.0
skipgram,1,3,8,1.910555203291281e-144,0.0,5.038950540254816e-131,7.49704472776075e-272,5.8626817035306055e-61,1.3644661237046451e-53,1.5799072164774454e-144,0.0
skipgram,1,3,9,1.1134000943859002e-140,0.0,5.025651577966673e-132,5.813077455648786e-273,4.996830745541745e-67,3.145954587007308e-50,8.79480315533954e-141,0.0
skipgram,1,3,10,1.8578526590178733e-136,0.0,7.287822791809277e-133,2.925124485418121e-274,2.2516929429110682e-72,1.631902903729098e-50,1.4070410932690807e-136,0.0
skipgram,1,4,5,5.280668302989985e-172,0.0,3.884276420310916e-118,3.4217388839748087e-287,5.077150874958722e-32,4.092744556964676e-146,5.0703163714101497e-172,0.0
skipgram,1,4,6,1.8425821709899504e-164,0.0,3.5157895620193436e-123,1.7403216103200852e-285,1.4916768760897757e-29,2.3009728721472738e-153,1.7931573605070112e-164,0.0
skipgram,1,4,7,3.276356961880341e-161,0.0,5.5758022360433417e-126,2.5891773194121126e-284,4.804937694928907e-34,1.0852813462507332e-142,3.0410092592034776e-161,0.0
skipgram,1,4,8,2.9793154416458867e-156,0.0,1.163092590549776e-128,3.5558805927378976e-284,1.3919242178115817e-42,2.900125051280807e-130,2.685165900871672e-156,0.0
skipgram,1,4,9,4.056914304758231e-149,0.0,4.028589488893768e-131,1.3480538553285706e-284,1.153694676944904e-53,6.172135534295414e-122,3.593003886642579e-149,0.0
skipgram,1,4,10,1.6592199746913752e-144,0.0,1.966206103021398e-132,3.774334690421631e-285,1.4928649723123842e-61,1.2861140423510672e-119,1.4955627264535112e-144,0.0
skipgram,1,5,5,5.601420793626322e-164,2.6601324551978e-310,1.4230765666587628e-118,2.4142505466041466e-293,2.9310869672949937e-30,3.811230599391527e-170,5.49712085570084e-164,2.5968782293319e-310
skipgram,1,5,6,3.45865808805049e-170,0.0,3.4645605012969266e-119,1.7281697602250422e-290,3.474442309889708e-33,1.9351271449481588e-182,3.400276810520403e-170,0.0
skipgram,1,5,7,9.856527584514177e-165,0.0,2.85079322095423e-123,3.2878613626818295e-288,3.7886891168956256e-29,1.7719547516512826e-184,9.652348050644157e-165,0.0
skipgram,1,5,8,3.903559604808562e-162,0.0,1.1021034203725116e-125,1.759152609169657e-286,1.1692991254028247e-31,7.866853610097194e-170,3.698390211755519e-162,0.0
skipgram,1,5,9,2.961102675754215e-159,0.0,6.336845333418467e-128,1.9848721585445446e-286,2.8191784633899526e-37,1.1189814500030444e-163,2.795304655009517e-159,0.0
skipgram,1,5,10,2.921780874533247e-155,0.0,6.074436668081222e-130,1.8282547407090638e-286,8.431961357067557e-45,5.4894690353373264e-157,2.828333205214807e-155,0.0
skipgram,1,6,5,7.501406223611555e-159,7.091863573295839e-305,1.833525138847201e-118,1.2068062443135423e-297,8.915116444353694e-27,6.705163832605921e-198,7.625757060017266e-159,6.833539577798985e-305
skipgram,1,6,6,1.3177586119082438e-165,1.41886262074043e-310,1.4518346071017296e-119,3.6119314906425537e-293,7.742431592764024e-31,3.431492299340572e-203,1.3040019815221278e-165,1.3594124728218e-310
skipgram,1,6,7,3.317259369502974e-169,0.0,3.128678926730935e-120,6.790500635018516e-291,8.866858003746323e-34,1.1810499834957854e-206,3.2407323974567755e-169,0.0
skipgram,1,6,8,5.336463602797394e-165,0.0,1.527382542172041e-123,5.854663165561344e-288,1.6777383547076382e-28,1.8497160062749991e-200,5.247770811825996e-165,0.0
skipgram,1,6,9,5.4715853286678446e-163,0.0,1.0940845062612606e-125,1.0852733843058624e-286,4.1478640050176115e-30,8.255926052660131e-188,5.3143968746050926e-163,0.0
skipgram,1,6,10,3.947394434247456e-161,0.0,1.653192709894664e-127,2.7012947832254096e-286,7.652125325048186e-34,4.5046578663400273e-181,3.8825631437019306e-161,0.0
skipgram,1,7,5,8.521397085559544e-156,6.469314368908868e-302,2.438580183712754e-118,9.444547474159088e-300,1.979154447009465e-23,1.4535454154869119e-221,8.521397085559544e-156,6.04055954398295e-302
skipgram,1,7,6,6.184884582066358e-161,2.956656762186857e-305,2.8492513502874523e-119,1.6296347683178882e-296,6.2525763131705514e-27,2.370490803782006e-226,6.108589132840123e-161,2.752344461000477e-305
skipgram,1,7,7,1.0309031230171548e-166,5.59315365805125e-310,4.337008601690706e-120,4.221344187196233e-293,4.2585456096409884e-30,3.8531953035543336e-224,1.0201050372377791e-166,5.1484277244645e-310
skipgram,1,7,8,4.94276447556245e-169,0.0,7.943201432143752e-121,1.8294759791051761e-289,6.1470835250578786e-33,5.427095795665047e-217,4.777864032700549e-169,0.0
skipgram,1,7,9,1.790153218780555e-165,0.0,9.890901636169028e-124,2.2672853299312328e-287,1.0432985820568207e-27,4.0717424619198476e-212,1.7826574820989387e-165,0.0
skipgram,1,7,10,2.397989513558401e-163,0.0,1.181270645516764e-125,4.54895936584791e-286,1.1829821977348836e-28,1.1852538347691901e-198,2.324174827648509e-163,0.0
skipgram,1,8,5,8.431249508570584e-154,3.438881167605927e-299,2.9264152848183066e-118,5.269192384802503e-303,3.967759561362982e-21,2.5893859517723672e-241,8.482545804197577e-154,3.297417304201293e-299
skipgram,1,8,6,9.203260140377289e-158,2.645104124130335e-302,2.994670222950081e-119,2.675312131941093e-298,1.746741099610776e-24,3.318705953774141e-238,9.016688634351788e-158,2.5830180140374393e-302
skipgram,1,8,7,2.647139609726706e-162,1.3430604381990322e-304,4.321561471349842e-120,6.696231998898216e-296,1.3332214772970009e-27,1.5791614271384875e-240,2.636163005892511e-162,1.2975939320819386e-304
skipgram,1,8,8,2.55931000682594e-167,0.0,1.3780094316303883e-120,2.0793416248105792e-291,2.979741971690325e-29,3.31638586540528e-231,2.5271166229608397e-167,0.0
skipgram,1,8,9,4.757641619422544e-169,0.0,3.2439975879424613e-121,1.75543269873041e-289,1.2420572737309307e-31,1.8397143456543058e-227,4.727468164047663e-169,0.0
skipgram,1,8,10,5.913328458176573e-165,0.0,4.7732770140720764e-124,3.0872154418435444e-287,4.7243927059942966e-27,1.6668028865953188e-219,5.913328458176573e-165,0.0
skipgram,1,9,5,1.5160936263482079e-152,1.3400611715917692e-297,1.7634296805957817e-118,2.886921971216958e-305,1.3399945845969772e-19,1.1018411319389691e-256,1.5160936263482079e-152,1.3122829564238319e-297
skipgram,1,9,6,1.8837032563410584e-155,1.0999441325341657e-299,2.265201269568971e-119,6.931566330210246e-301,3.636932029215269e-22,1.6717386242660423e-253,1.8684483343571346e-155,1.074237549531114e-299
skipgram,1,9,7,3.63755712947236e-159,1.4843974492282572e-301,4.724734084053713e-120,4.058492038419052e-298,6.976721910330822e-25,9.683741228036572e-254,3.6300815756386826e-159,1.4343950898198835e-301
skipgram,1,9,8,1.3685265133639566e-163,4.130066049220943e-307,8.086627167668295e-121,2.0495350187043735e-293,5.600158346197824e-27,6.518567290360977e-241,1.371384098084015e-163,4.0323619350980606e-307
skipgram,1,9,9,2.3079323536595416e-167,0.0,2.677752763976001e-121,9.959916312363915e-291,2.420862440284382e-29,1.5031564645370643e-235,2.3176926317750294e-167,0.0
skipgram,1,9,10,1.1083640391757096e-168,0.0,1.0251452697973882e-121,1.4264654376196325e-288,1.8531632365635485e-30,4.939888986011365e-232,1.1107145169298107e-168,0.0
skipgram,1,10,5,8.461934456341775e-152,1.6684208528531975e-296,1.6662200731085705e-118,7.777654153326634e-307,4.117893192968226e-18,6.700652552552285e-267,8.461934456341775e-152,1.6467605300654763e-296
skipgram,1,10,6,2.6071808535329973e-154,5.097693368476396e-298,4.2124513740738084e-119,1.8817966232961961e-302,5.766120510932985e-20,5.027192084271629e-265,2.6230697388812902e-154,4.978885791335033e-298
skipgram,1,10,7,3.3335315340894734e-157,1.1592921075448902e-299,4.4865330335949635e-120,1.8071991210442723e-299,4.123479446799975e-23,4.7433639008232716e-262,3.326723529582271e-157,1.126265416903512e-299
skipgram,1,10,8,1.5360307150176707e-160,7.647257934297012e-304,7.636539927292811e-121,4.246767561689192e-295,3.988417037416005e-25,2.4693856762281612e-250,1.5171059205474297e-160,7.427896508091702e-304
skipgram,1,10,9,2.3288610015758162e-164,3.664103845476672e-307,2.5058529632384994e-121,9.3709496139911e-293,1.1996584301493762e-26,1.8600189513995257e-246,2.3386199452458868e-164,3.4466231042114222e-307
skipgram,1,10,10,1.1330720085389069e-167,0.0,9.0238680517226e-122,2.3754522487598293e-290,2.920034872165257e-28,1.4120160419765987e-242,1.1330720085389069e-167,0.0
skipgram,2,2,5,2.101352608568878e-83,0.0,7.620349510064639e-56,1.771287111510363e-168,2.5490428715226525e-215,3.185516267251706e-51,8.433861446812878e-84,0.0
skipgram,2,2,6,2.92718549437333e-97,0.0,5.258518042906293e-50,1.6797221952426037e-167,1.0147541415123122e-214,2.18184422605264e-118,9.906631909112832e-98,0.0
skipgram,2,2,7,8.462515686499311e-92,0.0,3.305714654844333e-41,1.816331498437664e-177,2.828071850146873e-211,1.2011052952604216e-145,2.438845528916793e-92,0.0
skipgram,2,2,8,5.167506162132277e-79,0.0,1.5437422617504144e-33,6.961502050205276e-187,6.4173147802530704e-201,2.523953244785725e-158,1.0567291364032282e-79,0.0
skipgram,2,2,9,6.941638789287561e-67,0.0,2.529379942347028e-28,5.88168180021043e-194,2.048410656728345e-192,6.742808070622236e-169,1.4615838992079567e-67,0.0
skipgram,2,2,10,1.185530350449805e-53,0.0,3.650839840444399e-24,1.7418844510469316e-197,6.804134577388857e-179,4.063092875602632e-183,2.1108608785147723e-54,0.0
skipgram,2,3,5,1.3456112489465152e-40,9.645198580952364e-300,4.167847555242669e-60,5.1805277041585e-106,4.389009979527082e-206,1.0471745631984624e-41,1.0595225550988247e-40,3.809629682155444e-299
skipgram,2,3,6,1.304908361806106e-48,0.0,1.7778469086166683e-54,6.74404730846562e-95,3.7621790147500296e-209,1.1234470167370742e-127,9.510322737469755e-49,0.0
skipgram,2,3,7,1.239512697265325e-56,0.0,2.788435371212812e-49,2.2836832112106784e-91,2.652454030086176e-209,6.237290411978493e-189,8.223054786334819e-57,0.0
skipgram,2,3,8,5.919826708054092e-65,0.0,1.1828864551960336e-45,2.1028503436953205e-99,3.944096904219807e-209,1.0578657752421451e-189,3.995613835736037e-65,0.0
skipgram,2,3,9,1.8106309255468703e-69,0.0,1.1840863337723023e-41,5.4496440650528675e-105,2.0063240678461317e-205,6.0914840433527034e-195,1.0876773923187052e-69,0.0
skipgram,2,3,10,2.016948676707251e-71,0.0,2.794814214417979e-38,2.7617086241125174e-111,5.318163986911124e-200,1.555342081625111e-193,1.0601765507323286e-71,0.0
skipgram,2,4,5,1.0645587032890252e-27,7.933585464082568e-279,1.6858075337382998e-70,3.661837407815352e-93,7.327840555632137e-205,6.346781521317622e-26,9.995089437492623e-28,8.846827706892486e-279
skipgram,2,4,6,2.954824532643998e-32,0.0,2.8969471716486936e-64,4.182488470722114e-75,2.589953098954108e-206,3.5635493780114995e-123,2.6131089239165054e-32,0.0
skipgram,2,4,7,9.80025025055446e-37,0.0,8.05582525783234e-60,2.7740503863281668e-70,6.723863627166232e-209,1.0315126018319319e-194,8.492956093984374e-37,0.0
skipgram,2,4,8,4.353465815673987e-40,0.0,3.5088835002563855e-55,1.783229249937911e-70,4.411729531206402e-208,2.1492704713889815e-233,3.732611768783616e-40,0.0
skipgram,2,4,9,6.5843311379351924e-43,0.0,6.745071093888027e-51,1.4494286325973436e-73,5.4515403151132166e-207,3.935987908750583e-249,5.40498197705682e-43,0.0
skipgram,2,4,10,3.964384665582047e-46,0.0,9.41788980880562e-48,2.402371740289041e-81,4.3175933306281916e-206,6.96272070549869e-241,3.1495845452751173e-46,0.0
skipgram,2,5,5,2.0367159814736972e-25,6.868616036358473e-214,8.776450999223699e-83,1.1925251555689923e-135,1.023280218538416e-208,7.362738431707448e-28,1.9377233582962036e-25,6.412346242554138e-214
skipgram,2,5,6,7.47634921578057e-27,2.4287369960369023e-285,3.692385147876531e-75,8.466115866461553e-78,3.894015408356151e-208,2.467098357857793e-58,6.905602721688698e-27,2.34311549563188e-285
skipgram,2,5,7,9.649000668716204e-29,4.988562747571991e-307,8.467564708815569e-70,2.603277359709859e-65,1.5829137648604373e-208,2.5618147793408787e-148,8.924995407278952e-29,4.7301266287772626e-307
skipgram,2,5,8,5.865534814105509e-31,0.0,4.112155617404985e-65,3.736654696350421e-63,1.3838579481176368e-208,3.176246113485036e-199,5.442577746013806e-31,0.0
skipgram,2,5,9,5.886931882871064e-33,0.0,4.322996944429049e-61,3.299093507127822e-65,1.0160650110712612e-208,1.722450114588515e-222,5.453942488162514e-33,0.0
skipgram,2,5,10,1.944058052354131e-34,0.0,2.376834311573992e-57,4.66441979836673e-69,5.413261224802814e-207,2.4857961471916614e-231,1.736308235226023e-34,0.0
skipgram,2,6,5,2.868522979452021e-23,7.055543142533921e-162,4.814972351881402e-92,3.9828132226824465e-175,8.629784768907483e-208,3.430269956454672e-112,2.837884634873394e-23,6.557449439123074e-162
skipgram,2,6,6,8.768476455626772e-25,7.430912844315612e-231,5.421484951644841e-85,1.7245153154494208e-118,3.488384564696768e-209,4.333677751508936e-07,8.494713383001177e-25,7.047346123473015e-231
skipgram,2,6,7,1.102334235906008e-25,1.8374981980633018e-284,3.366101474744552e-79,8.441433113295742e-72,7.424352742823141e-209,1.5804023097332012e-73,1.039189124004659e-25,1.7592574326875288e-284
skipgram,2,6,8,9.47667611923567e-27,6.8589500669630004e-301,1.897609803193805e-74,1.6333287870794682e-62,4.7865243490828405e-209,1.0627536161956183e-145,8.966792330193005e-27,6.49000334498002e-301
skipgram,2,6,9,4.650666091274646e-28,4.935770691204992e-307,2.061831365924696e-70,1.5978463225882987e-61,1.0727072385142168e-208,3.663443962874111e-182,4.357240674040069e-28,4.680067619278134e-307
skipgram,2,6,10,4.2714091316660535e-29,3.666350062051333e-309,1.4563573838375144e-66,4.769908127618318e-64,4.8474373034077346e-207,3.271278517759116e-197,3.8314400035211e-29,3.466502159661054e-309
skipgram,2,7,5,2.3804916616184764e-21,9.741972026983652e-129,2.0419341846139072e-98,7.915232796372336e-203,2.150397017188062e-204,1.3805871996680942e-165,2.3648405334336395e-21,9.002555710881592e-129
skipgram,2,7,6,5.2084602598616944e-23,5.313675696144539e-184,1.579703977420623e-92,4.289093803581338e-154,1.489534506373031e-207,4.896567727256491e-74,5.094544108238658e-23,4.924572738540954e-184
skipgram,2,7,7,7.089866911943944e-24,1.3439780114442677e-238,4.710650736977188e-87,2.6663162101595618e-107,7.199354212962631e-208,0.4377088753908126,6.947978738817327e-24,1.238168472435364e-238
skipgram,2,7,8,1.2963399138009003e-24,4.0755946569969744e-281,3.2647181530717534e-82,2.856037208926468e-69,5.85227800013192e-208,7.835424868312322e-77,1.2402285744801783e-24,3.834160332866449e-281
skipgram,2,7,9,3.8322711452022342e-25,9.566354434791514e-294,6.643679441714835e-78,7.1351752868549944e-62,1.0868010436166596e-207,9.207153491254038e-135,3.747491504037469e-25,8.917511621454295e-294
skipgram,2,7,10,4.539199147381987e-26,4.265684859505277e-298,3.1611593824910895e-74,6.294686583206967e-62,5.907651331356585e-208,4.5777576576172156e-160,4.3192160148744086e-26,3.974290340016143e-298
skipgram,2,8,5,9.608049820919405e-20,3.659552790894833e-109,1.0312357267938434e-102,1.9999883631864442e-223,3.4689333157491763e-202,7.647461773596372e-202,9.703095435966281e-20,3.495818387852076e-109
skipgram,2,8,6,2.3100120443353628e-21,4.009536656157449e-151,2.076832543713893e-97,4.837806648829429e-181,6.649794755308179e-204,1.0304739467582751e-131,2.2813978486419214e-21,3.777748970636492e-151
skipgram,2,8,7,2.3978903044009507e-22,4.7974126030284605e-198,9.413569300846671e-93,1.4809050653770896e-139,2.0394557248929856e-205,1.4845968317630184e-44,2.3996913100778493e-22,4.395688391276021e-198
skipgram,2,8,8,3.673816319836094e-23,6.07393795271548e-242,2.490535158902846e-88,2.0217140882873784e-100,5.587133631328116e-206,0.0583297865162271,3.6291135546325664e-23,5.793987693426812e-242
skipgram,2,8,9,9.716605580638186e-24,3.448124085265767e-276,1.693412759464124e-84,4.1992887310049326e-69,4.348057210198221e-206,2.588817127869792e-72,9.47853714028604e-24,3.237440535108168e-276
