emb_type,m,n,best_C,train_acc,test_acc,train_f,test_f
cbow,6,8,46.41588833612782,0.7575934579439252,0.7277486910994765,0.738518831422948,0.7064378743579125
SVD,7,2,46.41588833612782,0.9911160466407553,0.9850746268656716,0.9911151262395635,0.9850768436698601
skipgram,7,2,599.4842503189421,0.883177570093458,0.8795811518324608,0.8807801009800854,0.8778884569642001
cbow,7,2,599.4842503189421,0.9082943925233644,0.9162303664921466,0.9070447868975001,0.9156758455289438
SVD,7,3,599.4842503189421,0.8761799000555247,0.8805970149253731,0.8742073860723065,0.8792371807297181
skipgram,7,3,100000.0,0.911214953271028,0.9214659685863874,0.9100929230395608,0.9210114516621252
cbow,7,3,100000.0,0.8790887850467289,0.8638743455497382,0.8764991383429631,0.8614066504528878
SVD,7,4,0.0215443469003188,0.8062187673514714,0.8009950248756219,0.7985411829841685,0.7938833502489594
skipgram,7,4,3.593813663804626,0.7646028037383178,0.743455497382199,0.7471196965797393,0.7258005636502428
cbow,7,4,3.593813663804626,0.7704439252336449,0.7486910994764397,0.7542128063259097,0.732148356724889
SVD,7,5,0.0215443469003188,0.7895613548028872,0.7711442786069652,0.7796695704493098,0.7599970190370461
skipgram,7,5,46.41588833612782,0.759929906542056,0.7329842931937173,0.7413968164443349,0.7129469178264232
cbow,7,5,3.593813663804626,0.759929906542056,0.7329842931937173,0.7413968164443349,0.7129469178264232
SVD,7,6,0.0215443469003188,0.7834536368684064,0.7661691542288557,0.7726493790168031,0.7542225204438248
skipgram,7,6,46.41588833612782,0.7587616822429907,0.7277486910994765,0.7399592185873303,0.7064378743579125
cbow,7,6,46.41588833612782,0.7587616822429907,0.7277486910994765,0.7399592185873303,0.7064378743579125
SVD,7,7,0.2782559402207126,0.7812326485285952,0.7562189054726368,0.7700824928239481,0.7425547422125045
skipgram,7,7,46.41588833612782,0.7575934579439252,0.7277486910994765,0.738518831422948,0.7064378743579125
cbow,7,7,46.41588833612782,0.758177570093458,0.7277486910994765,0.7392393748708402,0.7064378743579125
SVD,7,8,3.593813663804626,0.7812326485285952,0.7562189054726368,0.7700824928239481,0.7425547422125045
skipgram,7,8,599.4842503189421,0.758177570093458,0.7277486910994765,0.7392393748708402,0.7064378743579125
cbow,7,8,599.4842503189421,0.758177570093458,0.7277486910994765,0.7392393748708402,0.7064378743579125
SVD,8,2,46.41588833612782,0.9900055524708496,0.9850746268656716,0.990004276612257,0.9850768436698601
skipgram,8,2,46.41588833612782,0.8598130841121495,0.8429319371727748,0.8558530691308881,0.8390977841239621
