emb_type,m,n,best_C,train_acc,test_acc,train_f,test_f
cbow,9,5,1e-05,0.9028697571743928,0.8712871287128713,0.856783597875468,0.8113573262088114
SVD,9,6,46.41588833612782,0.7469186524239935,0.7573529411764706,0.6513977914300091,0.6527811961604726
skipgram,9,6,1e-05,0.9028697571743928,0.8712871287128713,0.856783597875468,0.8113573262088114
cbow,9,6,1e-05,0.9028697571743928,0.8712871287128713,0.856783597875468,0.8113573262088114
SVD,9,7,46.41588833612782,0.7477403451109285,0.7573529411764706,0.6531887992583437,0.6527811961604726
skipgram,9,7,1e-05,0.9028697571743928,0.8712871287128713,0.856783597875468,0.8113573262088114
cbow,9,7,1e-05,0.9028697571743928,0.8712871287128713,0.856783597875468,0.8113573262088114
SVD,9,8,46.41588833612782,0.7477403451109285,0.7573529411764706,0.6531887992583437,0.6527811961604726
skipgram,9,8,1e-05,0.9028697571743928,0.8712871287128713,0.856783597875468,0.8113573262088114
cbow,9,8,1e-05,0.9028697571743928,0.8712871287128713,0.856783597875468,0.8113573262088114
SVD,10,2,0.2782559402207126,0.7452752670501233,0.7573529411764706,0.6568461391604449,0.6527811961604726
skipgram,10,2,1e-05,0.9028697571743928,0.8712871287128713,0.856783597875468,0.8113573262088114
cbow,10,2,1e-05,0.9028697571743928,0.8712871287128713,0.856783597875468,0.8113573262088114
SVD,10,3,0.2782559402207126,0.7477403451109285,0.7573529411764706,0.6531887992583437,0.6527811961604726
skipgram,10,3,1e-05,0.9028697571743928,0.8712871287128713,0.856783597875468,0.8113573262088114
cbow,10,3,1e-05,0.9028697571743928,0.8712871287128713,0.856783597875468,0.8113573262088114
SVD,10,4,3.593813663804626,0.7460969597370584,0.7573529411764706,0.6495981694131512,0.6527811961604726
skipgram,10,4,1e-05,0.9028697571743928,0.8712871287128713,0.856783597875468,0.8113573262088114
cbow,10,4,1e-05,0.9028697571743928,0.8712871287128713,0.856783597875468,0.8113573262088114
SVD,10,5,46.41588833612782,0.7469186524239935,0.7573529411764706,0.6513977914300091,0.6527811961604726
skipgram,10,5,1e-05,0.9028697571743928,0.8712871287128713,0.856783597875468,0.8113573262088114
cbow,10,5,1e-05,0.9028697571743928,0.8712871287128713,0.856783597875468,0.8113573262088114
SVD,10,6,46.41588833612782,0.7469186524239935,0.7573529411764706,0.6513977914300091,0.6527811961604726
skipgram,10,6,1e-05,0.9028697571743928,0.8712871287128713,0.856783597875468,0.8113573262088114
cbow,10,6,1e-05,0.9028697571743928,0.8712871287128713,0.856783597875468,0.8113573262088114
SVD,10,7,46.41588833612782,0.7477403451109285,0.7573529411764706,0.6531887992583437,0.6527811961604726
skipgram,10,7,1e-05,0.9028697571743928,0.8712871287128713,0.856783597875468,0.8113573262088114
cbow,10,7,1e-05,0.9028697571743928,0.8712871287128713,0.856783597875468,0.8113573262088114
SVD,10,8,46.41588833612782,0.7477403451109285,0.7573529411764706,0.6531887992583437,0.6527811961604726
skipgram,10,8,1e-05,0.9028697571743928,0.8712871287128713,0.856783597875468,0.8113573262088114
cbow,10,8,1e-05,0.9028697571743928,0.8712871287128713,0.856783597875468,0.8113573262088114
SVD,11,2,0.2782559402207126,0.7469186524239935,0.7573529411764706,0.6553024858213612,0.6527811961604726
skipgram,11,2,1e-05,0.9028697571743928,0.8712871287128713,0.856783597875468,0.8113573262088114
cbow,11,2,1e-05,0.9028697571743928,0.8712871287128713,0.856783597875468,0.8113573262088114
SVD,11,3,0.2782559402207126,0.7477403451109285,0.7573529411764706,0.6531887992583437,0.6527811961604726
skipgram,11,3,1e-05,0.9028697571743928,0.8712871287128713,0.856783597875468,0.8113573262088114
cbow,11,3,1e-05,0.9028697571743928,0.8712871287128713,0.856783597875468,0.8113573262088114
SVD,11,4,46.41588833612782,0.7469186524239935,0.7573529411764706,0.6513977914300091,0.6527811961604726
skipgram,11,4,1e-05,0.9028697571743928,0.8712871287128713,0.856783597875468,0.8113573262088114
cbow,11,4,1e-05,0.9028697571743928,0.8712871287128713,0.856783597875468,0.8113573262088114
SVD,11,5,46.41588833612782,0.7469186524239935,0.7573529411764706,0.6513977914300091,0.6527811961604726
skipgram,11,5,1e-05,0.9028697571743928,0.8712871287128713,0.856783597875468,0.8113573262088114
cbow,11,5,1e-05,0.9028697571743928,0.8712871287128713,0.856783597875468,0.8113573262088114
SVD,11,6,46.41588833612782,0.7469186524239935,0.7573529411764706,0.6513977914300091,0.6527811961604726
skipgram,11,6,1e-05,0.9028697571743928,0.8712871287128713,0.856783597875468,0.8113573262088114
cbow,11,6,1e-05,0.9028697571743928,0.8712871287128713,0.856783597875468,0.8113573262088114
SVD,11,7,46.41588833612782,0.7477403451109285,0.7573529411764706,0.6531887992583437,0.6527811961604726
skipgram,11,7,1e-05,0.9028697571743928,0.8712871287128713,0.856783597875468,0.8113573262088114
cbow,11,7,1e-05,0.9028697571743928,0.8712871287128713,0.856783597875468,0.8113573262088114
SVD,11,8,46.41588833612782,0.7477403451109285,0.7573529411764706,0.6531887992583437,0.6527811961604726
skipgram,11,8,1e-05,0.9028697571743928,0.8712871287128713,0.856783597875468,0.8113573262088114
cbow,11,8,1e-05,0.9028697571743928,0.8712871287128713,0.856783597875468,0.8113573262088114
SVD,12,2,0.2782559402207126,0.7469186524239935,0.7573529411764706,0.6553024858213612,0.6527811961604726
skipgram,12,2,1e-05,0.9028697571743928,0.8712871287128713,0.856783597875468,0.8113573262088114
cbow,12,2,1e-05,0.9028697571743928,0.8712871287128713,0.856783597875468,0.8113573262088114
SVD,12,3,3.593813663804626,0.7452752670501233,0.7573529411764706,0.6517710111122637,0.6527811961604726
skipgram,12,3,1e-05,0.9028697571743928,0.8712871287128713,0.856783597875468,0.8113573262088114
cbow,12,3,1e-05,0.9028697571743928,0.8712871287128713,0.856783597875468,0.8113573262088114
SVD,12,4,46.41588833612782,0.7469186524239935,0.7573529411764706,0.6513977914300091,0.6527811961604726
skipgram,12,4,1e-05,0.9028697571743928,0.8712871287128713,0.856783597875468,0.8113573262088114
cbow,12,4,1e-05,0.9028697571743928,0.8712871287128713,0.856783597875468,0.8113573262088114
SVD,12,5,3.593813663804626,0.7460969597370584,0.7573529411764706,0.6495981694131512,0.6527811961604726
skipgram,12,5,1e-05,0.9028697571743928,0.8712871287128713,0.856783597875468,0.8113573262088114
cbow,12,5,1e-05,0.9028697571743928,0.8712871287128713,0.856783597875468,0.8113573262088114
SVD,12,6,46.41588833612782,0.7469186524239935,0.7573529411764706,0.6513977914300091,0.6527811961604726
skipgram,12,6,1e-05,0.9028697571743928,0.8712871287128713,0.856783597875468,0.8113573262088114
cbow,12,6,1e-05,0.9028697571743928,0.8712871287128713,0.856783597875468,0.8113573262088114
SVD,12,7,46.41588833612782,0.7477403451109285,0.7573529411764706,0.6531887992583437,0.6527811961604726
skipgram,12,7,1e-05,0.9028697571743928,0.8712871287128713,0.856783597875468,0.8113573262088114
cbow,12,7,1e-05,0.9028697571743928,0.8712871287128713,0.856783597875468,0.8113573262088114
