m,n,k,emb_type,best_C,train_acc,test_acc
1,1,2,svd,0.01,0.999472851871376,1.0
1,1,2,skipgram,0.01,0.999472851871376,1.0
1,1,2,cbow,0.01,0.999472851871376,1.0
1,1,3,svd,0.01,0.999472851871376,1.0
1,1,3,skipgram,0.01,0.999472851871376,1.0
1,1,3,cbow,0.01,0.999472851871376,1.0
1,1,4,svd,0.01,0.999472851871376,1.0
1,1,4,skipgram,0.01,0.999472851871376,1.0
1,1,4,cbow,0.0359381366380462,0.999472851871376,1.0
1,1,5,svd,0.01,0.999472851871376,1.0
1,1,5,skipgram,0.01,0.999472851871376,1.0
1,1,5,cbow,1.6681005372000592,0.999472851871376,1.0
1,1,6,svd,0.01,0.999472851871376,1.0
1,1,6,skipgram,0.01,0.999472851871376,1.0
1,1,6,cbow,0.1291549665014884,0.999472851871376,1.0
1,1,7,svd,0.01,0.999472851871376,1.0
1,1,7,skipgram,0.1291549665014884,0.999472851871376,1.0
1,1,7,cbow,1.6681005372000592,0.999472851871376,1.0
1,1,8,svd,0.01,0.999472851871376,1.0
1,1,8,skipgram,0.0359381366380462,0.999472851871376,1.0
1,1,8,cbow,0.01,0.999472851871376,1.0
1,1,9,svd,0.1291549665014884,0.999472851871376,1.0
1,1,9,skipgram,0.1291549665014884,0.999472851871376,1.0
1,1,9,cbow,5.994842503189409,1.0,1.0
1,1,10,svd,0.01,0.999472851871376,1.0
1,1,10,skipgram,0.01,0.999472851871376,1.0
1,1,10,cbow,1.6681005372000592,1.0,1.0
1,1,11,svd,0.01,0.999472851871376,1.0
1,1,11,skipgram,0.1291549665014884,0.999472851871376,1.0
1,1,11,cbow,5.994842503189409,1.0,1.0
1,1,12,svd,0.0359381366380462,0.999472851871376,1.0
1,1,12,skipgram,21.54434690031885,0.999472851871376,1.0
1,1,12,cbow,5.994842503189409,1.0,1.0
1,1,13,svd,5.994842503189409,1.0,1.0
1,1,13,skipgram,0.1291549665014884,0.999472851871376,1.0
1,1,13,cbow,21.54434690031885,0.9989457037427516,1.0
1,1,14,svd,0.0359381366380462,0.999472851871376,1.0
1,1,14,skipgram,1.6681005372000592,0.999472851871376,1.0
1,1,14,cbow,278.2559402207126,0.999472851871376,1.0
1,1,15,svd,0.0359381366380462,0.9989457037427516,1.0
1,1,15,skipgram,0.1291549665014884,0.999472851871376,1.0
1,1,15,cbow,1000.0,0.9984185556141276,1.0
1,1,16,svd,0.0359381366380462,0.999472851871376,1.0
1,1,16,skipgram,0.464158883361278,0.999472851871376,1.0
1,1,16,cbow,1000.0,0.9957828149710068,1.0
1,1,17,svd,0.01,0.999472851871376,1.0
1,1,17,skipgram,1.6681005372000592,0.999472851871376,1.0
1,1,17,cbow,1000.0,0.992092778070638,1.0
1,1,18,svd,0.1291549665014884,0.999472851871376,1.0
1,1,18,skipgram,0.464158883361278,0.999472851871376,1.0
1,1,18,cbow,21.54434690031885,0.999472851871376,1.0
1,1,19,svd,0.1291549665014884,0.999472851871376,1.0
1,1,19,skipgram,0.1291549665014884,0.999472851871376,1.0
1,1,19,cbow,21.54434690031885,0.999472851871376,0.995260663507109
1,1,20,svd,0.01,1.0,1.0
1,1,20,skipgram,0.1291549665014884,0.999472851871376,1.0
1,1,20,cbow,1000.0,1.0,1.0
1,2,2,svd,0.01,0.9989457037427516,1.0
1,2,2,skipgram,5.994842503189409,0.9973642593568792,1.0
1,2,2,cbow,1.6681005372000592,0.9978914074855034,1.0
1,2,3,svd,21.54434690031885,0.9989457037427516,1.0
1,2,3,skipgram,278.2559402207126,0.9989457037427516,1.0
1,2,3,cbow,1.6681005372000592,0.999472851871376,1.0
1,2,4,svd,0.464158883361278,0.9989457037427516,1.0
1,2,4,skipgram,21.54434690031885,0.999472851871376,1.0
1,2,4,cbow,21.54434690031885,0.9989457037427516,1.0
1,2,5,svd,278.2559402207126,0.999472851871376,1.0
1,2,5,skipgram,1.6681005372000592,0.9984185556141276,1.0
1,2,5,cbow,5.994842503189409,0.999472851871376,1.0
1,2,6,svd,21.54434690031885,0.9989457037427516,1.0
1,2,6,skipgram,278.2559402207126,0.9984185556141276,1.0
1,2,6,cbow,278.2559402207126,1.0,1.0
1,2,7,svd,5.994842503189409,0.9984185556141276,1.0
1,2,7,skipgram,77.42636826811278,0.9989457037427516,1.0
1,2,7,cbow,21.54434690031885,0.999472851871376,1.0
1,2,8,svd,278.2559402207126,0.9989457037427516,1.0
1,2,8,skipgram,278.2559402207126,0.999472851871376,0.995260663507109
1,2,8,cbow,21.54434690031885,0.999472851871376,1.0
1,2,9,svd,21.54434690031885,1.0,1.0
1,2,9,skipgram,278.2559402207126,0.996309963099631,1.0
