1,2,2,svd,21.544346900318846,0.9984276729559748,1.0
1,2,2,skipgram,5.994842503189409,0.9979035639412998,1.0
1,2,2,cbow,21.544346900318846,0.999475890985325,1.0
1,2,4,svd,5.994842503189409,0.9984276729559748,1.0
1,2,4,skipgram,77.42636826811278,0.9984276729559748,1.0
1,2,4,cbow,21.544346900318846,0.9989517819706499,1.0
1,2,6,svd,1000.0,0.9989517819706499,1.0
1,2,6,skipgram,1.6681005372000592,0.9952830188679245,0.9952830188679245
1,2,6,cbow,21.544346900318846,0.999475890985325,1.0
1,2,8,svd,21.544346900318846,0.9989517819706499,1.0
1,2,8,skipgram,5.994842503189409,0.9921383647798742,0.9952830188679245
1,2,8,cbow,21.544346900318846,0.9984276729559748,1.0
1,2,10,svd,77.42636826811278,0.9984276729559748,1.0
1,2,10,skipgram,1000.0,0.9858490566037735,0.9905660377358491
1,2,10,cbow,1000.0,0.999475890985325,1.0
1,3,2,svd,1000.0,1.0,1.0
1,3,2,skipgram,278.2559402207126,0.9973794549266247,0.9952830188679245
1,3,2,cbow,5.994842503189409,1.0,1.0
1,3,4,svd,1.6681005372000592,1.0,1.0
1,3,4,skipgram,21.544346900318846,0.999475890985325,1.0
1,3,4,cbow,5.994842503189409,1.0,1.0
1,3,6,svd,0.1291549665014884,1.0,1.0
1,3,6,skipgram,1000.0,0.999475890985325,0.9952830188679245
1,3,6,cbow,1.6681005372000592,0.999475890985325,1.0
1,3,8,svd,21.544346900318846,1.0,1.0
1,3,8,skipgram,77.42636826811278,0.9984276729559748,1.0
1,3,8,cbow,77.42636826811278,1.0,1.0
1,3,10,svd,1000.0,0.999475890985325,1.0
1,3,10,skipgram,21.544346900318846,0.9989517819706499,1.0
1,3,10,cbow,278.2559402207126,1.0,1.0
1,4,2,svd,278.2559402207126,1.0,1.0
1,4,2,skipgram,1000.0,0.9984276729559748,0.9952830188679245
1,4,2,cbow,0.464158883361278,1.0,1.0
1,4,4,svd,1000.0,1.0,1.0
1,4,4,skipgram,0.03593813663804628,1.0,0.9952830188679245
1,4,4,cbow,0.01,1.0,1.0
1,4,6,svd,278.2559402207126,1.0,1.0
1,4,6,skipgram,21.544346900318846,0.9989517819706499,1.0
1,4,6,cbow,0.01,0.999475890985325,1.0
1,4,8,svd,278.2559402207126,0.999475890985325,1.0
1,4,8,skipgram,1.6681005372000592,0.9989517819706499,1.0
1,4,8,cbow,0.01,1.0,1.0
1,4,10,svd,77.42636826811278,0.9979035639412998,1.0
1,4,10,skipgram,77.42636826811278,0.9979035639412998,0.9952830188679245
1,4,10,cbow,0.03593813663804628,1.0,1.0
1,5,2,svd,1000.0,0.9979035639412998,1.0
1,5,2,skipgram,0.1291549665014884,1.0,0.9952830188679245
1,5,2,cbow,0.03593813663804628,1.0,0.9952830188679245
1,5,4,svd,278.2559402207126,0.999475890985325,1.0
