emb_type,m,n,k,RMSSTD-lit-gpt-p-val
cbow,4,4,2,0.0
cbow,4,4,4,0.0
cbow,4,4,6,0.0
cbow,4,4,8,0.0
cbow,4,4,10,0.0
cbow,4,5,2,0.0
cbow,4,5,4,0.0
cbow,4,5,6,0.0
cbow,4,5,8,0.0
cbow,4,5,10,0.0
cbow,4,6,2,0.0
cbow,4,6,4,0.0
cbow,4,6,6,0.0
cbow,4,6,8,0.0
cbow,4,6,10,0.0
cbow,4,7,2,0.0
cbow,4,7,4,0.0
cbow,4,7,6,0.0
cbow,4,7,8,0.0
cbow,4,7,10,0.0
cbow,4,8,2,0.0
cbow,4,8,4,0.0
cbow,4,8,6,0.0
cbow,4,8,8,0.0
cbow,4,8,10,0.0
cbow,4,9,2,0.0
cbow,4,9,4,0.0
cbow,4,9,6,0.0
cbow,4,9,8,0.0
cbow,4,9,10,0.0
cbow,4,10,2,0.0
cbow,4,10,4,0.0
cbow,4,10,6,0.0
cbow,4,10,8,0.0
cbow,4,10,10,0.0
cbow,5,2,2,0.0
cbow,5,2,4,0.0
cbow,5,2,6,0.0
cbow,5,2,8,0.0
cbow,5,2,10,0.0
cbow,5,3,2,0.0
cbow,5,3,4,0.0
cbow,5,3,6,0.0
cbow,5,3,8,0.0
cbow,5,3,10,0.0
cbow,5,4,2,0.0
cbow,5,4,4,0.0
cbow,5,4,6,0.0
cbow,5,4,8,0.0
cbow,5,4,10,0.0
cbow,5,5,2,0.0
cbow,5,5,4,0.0
cbow,5,5,6,0.0
cbow,5,5,8,0.0
cbow,5,5,10,0.0
cbow,5,6,2,0.0
cbow,5,6,4,0.0
cbow,5,6,6,0.0
cbow,5,6,8,0.0
cbow,5,6,10,0.0
cbow,5,7,2,0.0
cbow,5,7,4,0.0
cbow,5,7,6,0.0
cbow,5,7,8,0.0
cbow,5,7,10,0.0
cbow,5,8,2,0.0
cbow,5,8,4,0.0
cbow,5,8,6,0.0
cbow,5,8,8,0.0
cbow,5,8,10,0.0
cbow,5,9,2,0.0
cbow,5,9,4,0.0
cbow,5,9,6,0.0
cbow,5,9,8,0.0
cbow,5,9,10,0.0
cbow,5,10,2,0.0
cbow,5,10,4,0.0
cbow,5,10,6,0.0
cbow,5,10,8,0.0
cbow,5,10,10,0.0
cbow,6,2,2,0.0
cbow,6,2,4,0.0
cbow,6,2,6,0.0
cbow,6,2,8,0.0
cbow,6,2,10,0.0
cbow,6,3,2,0.0
cbow,6,3,4,0.0
cbow,6,3,6,0.0
cbow,6,3,8,0.0
cbow,6,3,10,0.0
cbow,6,4,2,0.0
cbow,6,4,4,0.0
cbow,6,4,6,0.0
cbow,6,4,8,0.0
cbow,6,4,10,0.0
cbow,6,5,2,0.0
cbow,6,5,4,0.0
cbow,6,5,6,0.0
cbow,6,5,8,0.0
cbow,6,5,10,0.0
cbow,6,6,2,0.0
cbow,6,6,4,0.0
cbow,6,6,6,0.0
cbow,6,6,8,0.0
cbow,6,6,10,0.0
cbow,6,7,2,0.0
cbow,6,7,4,0.0
cbow,6,7,6,0.0
cbow,6,7,8,0.0
cbow,6,7,10,0.0
cbow,6,8,2,0.0
cbow,6,8,4,0.0
cbow,6,8,6,0.0
cbow,6,8,8,0.0
cbow,6,8,10,0.0
cbow,6,9,2,0.0
cbow,6,9,4,0.0
cbow,6,9,6,0.0
cbow,6,9,8,0.0
cbow,6,9,10,0.0
cbow,6,10,2,0.0
cbow,6,10,4,0.0
cbow,6,10,6,0.0
cbow,6,10,8,0.0
cbow,6,10,10,0.0
cbow,7,2,2,0.0
cbow,7,2,4,0.0
cbow,7,2,6,0.0
cbow,7,2,8,0.0
cbow,7,2,10,0.0
cbow,7,3,2,0.0
cbow,7,3,4,0.0
cbow,7,3,6,0.0
cbow,7,3,8,0.0
cbow,7,3,10,0.0
cbow,7,4,2,0.0
cbow,7,4,4,0.0
cbow,7,4,6,0.0
cbow,7,4,8,0.0
cbow,7,4,10,0.0
cbow,7,5,2,0.0
cbow,7,5,4,0.0
cbow,7,5,6,0.0
cbow,7,5,8,0.0
cbow,7,5,10,0.0
cbow,7,6,2,0.0
cbow,7,6,4,0.0
cbow,7,6,6,0.0
cbow,7,6,8,0.0
cbow,7,6,10,0.0
cbow,7,7,2,0.0
cbow,7,7,4,0.0
cbow,7,7,6,0.0
cbow,7,7,8,0.0
cbow,7,7,10,0.0
cbow,7,8,2,0.0
cbow,7,8,4,0.0
cbow,7,8,6,0.0
cbow,7,8,8,0.0
cbow,7,8,10,0.0
cbow,7,9,2,0.0
cbow,7,9,4,0.0
cbow,7,9,6,0.0
cbow,7,9,8,0.0
cbow,7,9,10,0.0
cbow,7,10,2,0.0
cbow,7,10,4,0.0
cbow,7,10,6,0.0
cbow,7,10,8,0.0
cbow,7,10,10,0.0
cbow,8,2,2,0.0
cbow,8,2,4,0.0
cbow,8,2,6,0.0
cbow,8,2,8,0.0
cbow,8,2,10,0.0
cbow,8,3,2,0.0
cbow,8,3,4,0.0
cbow,8,3,6,0.0
cbow,8,3,8,0.0
cbow,8,3,10,0.0
cbow,8,4,2,0.0
cbow,8,4,4,0.0
cbow,8,4,6,0.0
cbow,8,4,8,0.0
cbow,8,4,10,0.0
cbow,8,5,2,0.0
cbow,8,5,4,0.0
cbow,8,5,6,0.0
cbow,8,5,8,0.0
cbow,8,5,10,0.0
cbow,8,6,2,0.0
cbow,8,6,4,0.0
cbow,8,6,6,0.0
cbow,8,6,8,0.0
cbow,8,6,10,0.0
cbow,8,7,2,0.0
cbow,8,7,4,0.0
cbow,8,7,6,0.0
cbow,8,7,8,0.0
cbow,8,7,10,0.0
cbow,8,8,2,0.0
cbow,8,8,4,0.0
cbow,8,8,6,0.0
cbow,8,8,8,0.0
cbow,8,8,10,0.0
cbow,8,9,2,0.0
cbow,8,9,4,0.0
cbow,8,9,6,0.0
cbow,8,9,8,0.0
cbow,8,9,10,0.0
cbow,8,10,2,0.0
cbow,8,10,4,0.0
cbow,8,10,6,0.0
cbow,8,10,8,0.0
cbow,8,10,10,0.0
