emb_type,m,n,k,RMSSTD-lit-gpt-p-val
skipgram,7,8,10,2.282273289475177e-09
skipgram,7,9,2,1.1897630413017225e-09
skipgram,7,9,4,2.338673265961357e-09
skipgram,7,9,6,2.242089554445796e-09
skipgram,7,9,8,2.154179626856092e-09
skipgram,7,9,10,2.1303621356336577e-09
skipgram,7,10,2,1.790397740903948e-09
skipgram,7,10,4,2.139858187887161e-09
skipgram,7,10,6,1.9619122017664365e-09
skipgram,7,10,8,1.918659528665505e-09
skipgram,7,10,10,1.914385712058468e-09
skipgram,8,2,2,3.3685525117681863e-12
skipgram,8,2,4,2.3744629457119663e-10
skipgram,8,2,6,1.00240802889306e-09
skipgram,8,2,8,3.9337955675150234e-09
skipgram,8,2,10,2.6710372370380404e-09
skipgram,8,3,2,7.225278855963179e-10
skipgram,8,3,4,6.945826096300773e-07
skipgram,8,3,6,3.3803528945107264e-06
skipgram,8,3,8,9.148343058661109e-06
skipgram,8,3,10,8.552900583465063e-06
skipgram,8,4,2,1.2450860320515665e-09
skipgram,8,4,4,3.3100194198108476e-06
skipgram,8,4,6,7.940732760886955e-06
skipgram,8,4,8,1.2518403542667807e-05
skipgram,8,4,10,1.2580758426169244e-05
skipgram,8,5,2,8.691405499206435e-08
skipgram,8,5,4,5.5427280029126035e-06
skipgram,8,5,6,1.3396687615973761e-05
skipgram,8,5,8,1.227192055016876e-05
skipgram,8,5,10,1.1407184938091933e-05
skipgram,8,6,2,7.129150043244024e-07
skipgram,8,6,4,1.6000381511258812e-05
skipgram,8,6,6,1.207006265133647e-05
skipgram,8,6,8,9.83255089268082e-06
skipgram,8,6,10,9.73422780060171e-06
skipgram,8,7,2,4.34538918087884e-06
skipgram,8,7,4,1.0851282436423038e-05
skipgram,8,7,6,8.7864919533788e-06
skipgram,8,7,8,8.65435705971492e-06
skipgram,8,7,10,8.610735668477287e-06
skipgram,8,8,2,8.144562261222915e-06
skipgram,8,8,4,8.008127917793347e-06
skipgram,8,8,6,8.117098860797104e-06
skipgram,8,8,8,8.048827114526236e-06
skipgram,8,8,10,8.008127917793347e-06
skipgram,8,9,2,4.921941195004453e-06
skipgram,8,9,4,7.834027033158858e-06
skipgram,8,9,6,7.445960835919522e-06
skipgram,8,9,8,7.40818145640077e-06
skipgram,8,9,10,7.345622828372459e-06
skipgram,8,10,2,6.216791338987439e-06
skipgram,8,10,4,6.6558902313964266e-06
skipgram,8,10,6,7.004524487734504e-06
skipgram,8,10,8,6.828079241902505e-06
skipgram,8,10,10,6.8164686507342195e-06
cbow,1,2,2,0.04214356204037984
cbow,1,2,4,0.008145326241793593
cbow,1,2,6,0.0009104349810529725
cbow,1,2,8,0.0017861222546154683
cbow,1,2,10,0.002615132835281107
cbow,1,3,2,0.45532169838899783
cbow,1,3,4,0.17928399095120162
cbow,1,3,6,0.05612112999291063
cbow,1,3,8,0.05157808264423489
cbow,1,3,10,0.145994045790754
cbow,1,4,2,0.6998780373057991
cbow,1,4,4,0.37790970951274483
cbow,1,4,6,0.1671369282223587
cbow,1,4,8,0.21915791721848654
cbow,1,4,10,0.19074693409856658
cbow,1,5,2,0.3806528768945099
cbow,1,5,4,0.7237086312108711
cbow,1,5,6,0.22092710936338744
cbow,1,5,8,0.20653740149060706
cbow,1,5,10,0.185886652794635
cbow,1,6,2,0.41472372044889305
cbow,1,6,4,0.5423126325209591
cbow,1,6,6,0.22353123363376548
cbow,1,6,8,0.2062774998612139
cbow,1,6,10,0.17911981202060656
cbow,1,7,2,0.4657284505033946
cbow,1,7,4,0.6167870252776814
cbow,1,7,6,0.21793906598795476
cbow,1,7,8,0.1771375345420131
cbow,1,7,10,0.17231027175406988
cbow,1,8,2,0.5930502713692152
cbow,1,8,4,0.48905255569816974
cbow,1,8,6,0.1832528328121915
cbow,1,8,8,0.16569626440771612
cbow,1,8,10,0.15724786532955992
cbow,1,9,2,0.8803537804009336
cbow,1,9,4,0.2635453105479504
cbow,1,9,6,0.1785350844440683
cbow,1,9,8,0.15138660034762064
cbow,1,9,10,0.14589373142496717
cbow,1,10,2,0.8957895469786405
cbow,1,10,4,0.22713024416674632
cbow,1,10,6,0.1669146770480502
cbow,1,10,8,0.15304400267124554
cbow,1,10,10,0.1498452369896998
cbow,2,2,2,0.00031794194058840986
cbow,2,2,4,1.0819321701850653e-16
cbow,2,2,6,3.8402576905522546e-21
cbow,2,2,8,2.5360528957871416e-22
cbow,2,2,10,2.4159393694072647e-21
cbow,2,3,2,4.095319639167269e-12
cbow,2,3,4,6.780043873717375e-19
cbow,2,3,6,6.183662004629693e-19
cbow,2,3,8,8.119752610570569e-20
cbow,2,3,10,2.318920640724963e-20
cbow,2,4,2,6.170086644117843e-19
cbow,2,4,4,7.873003192214226e-21
cbow,2,4,6,1.0831283949905681e-20
cbow,2,4,8,1.0757599998077915e-20
cbow,2,4,10,1.0757599998077915e-20
cbow,2,5,2,2.3260165491728488e-21
cbow,2,5,4,6.437732863632381e-21
cbow,2,5,6,6.39368597694789e-21
cbow,2,5,8,6.39368597694789e-21
cbow,2,5,10,6.39368597694789e-21
cbow,2,6,2,5.344103129818829e-21
cbow,2,6,4,5.061058368726891e-21
cbow,2,6,6,5.061058368726891e-21
cbow,2,6,8,5.061058368726891e-21
cbow,2,6,10,5.061058368726891e-21
cbow,2,7,2,2.13813638635663e-22
cbow,2,7,4,3.0897487626096215e-21
cbow,2,7,6,3.0897487626096215e-21
cbow,2,7,8,3.0897487626096215e-21
cbow,2,7,10,3.0897487626096215e-21
cbow,2,8,2,1.032202920018737e-21
cbow,2,8,4,1.8552859641107913e-21
cbow,2,8,6,1.8552859641107913e-21
cbow,2,8,8,1.8552859641107913e-21
cbow,2,8,10,1.8552859641107913e-21
cbow,2,9,2,1.6654904274180496e-21
cbow,2,9,4,1.3652841600654008e-21
cbow,2,9,6,1.3652841600654008e-21
cbow,2,9,8,1.3652841600654008e-21
cbow,2,9,10,1.3652841600654008e-21
cbow,2,10,2,7.397176140157243e-22
cbow,2,10,4,1.1305204608421831e-21
cbow,2,10,6,1.1305204608421831e-21
cbow,2,10,8,1.1305204608421831e-21
cbow,2,10,10,1.1305204608421831e-21
cbow,3,2,2,0.0001337798001230921
cbow,3,2,4,9.180000961544924e-11
cbow,3,2,6,7.709175542510669e-12
cbow,3,2,8,5.079732961174262e-12
cbow,3,2,10,4.827207968569184e-12
cbow,3,3,2,2.991846131899225e-08
cbow,3,3,4,1.1788435831764847e-08
cbow,3,3,6,1.8397022911785515e-08
cbow,3,3,8,1.8397022911785515e-08
cbow,3,3,10,1.8397022911785515e-08
cbow,3,4,2,7.754646971883453e-10
cbow,3,4,4,5.8018233323359243e-08
cbow,3,4,6,4.9392783963682815e-08
cbow,3,4,8,4.9392783963682815e-08
cbow,3,4,10,4.9392783963682815e-08
cbow,3,5,2,1.1419087037571085e-08
cbow,3,5,4,5.3468926991995744e-08
cbow,3,5,6,5.0923567436842477e-08
cbow,3,5,8,5.0923567436842477e-08
cbow,3,5,10,5.0923567436842477e-08
cbow,3,6,2,2.224085505656806e-08
cbow,3,6,4,4.5711738112928386e-08
cbow,3,6,6,4.5063297625902254e-08
cbow,3,6,8,4.5063297625902254e-08
cbow,3,6,10,4.5063297625902254e-08
cbow,3,7,2,1.8826086672463504e-08
cbow,3,7,4,3.905048025617439e-08
cbow,3,7,6,3.857293115111835e-08
cbow,3,7,8,3.857293115111835e-08
cbow,3,7,10,3.857293115111835e-08
cbow,3,8,2,2.1657121560966246e-08
cbow,3,8,4,2.908880044307831e-08
cbow,3,8,6,2.896869800861232e-08
cbow,3,8,8,2.896869800861232e-08
cbow,3,8,10,2.896869800861232e-08
cbow,3,9,2,1.910416945379444e-08
cbow,3,9,4,2.243873764200106e-08
cbow,3,9,6,2.229884371159083e-08
cbow,3,9,8,2.229884371159083e-08
cbow,3,9,10,2.229884371159083e-08
cbow,3,10,2,1.8205147309896613e-08
cbow,3,10,4,1.963122744304274e-08
cbow,3,10,6,1.9590188294456753e-08
cbow,3,10,8,1.9590188294456753e-08
cbow,3,10,10,1.9590188294456753e-08
cbow,4,2,2,3.2108424336868553e-25
cbow,4,2,4,2.9098370779543668e-24
cbow,4,2,6,2.6520999774764034e-24
cbow,4,2,8,1.9543645821655955e-24
cbow,4,2,10,1.9398543746468e-24
cbow,4,3,2,2.9116953968868887e-23
cbow,4,3,4,7.104573827114713e-21
cbow,4,3,6,7.460775744382676e-21
cbow,4,3,8,7.460775744382676e-21
cbow,4,3,10,7.460775744382676e-21
cbow,4,4,2,1.0779685813411427e-20
cbow,4,4,4,3.6601301122849964e-20
cbow,4,4,6,2.7091243497199185e-20
cbow,4,4,8,2.7091243497199185e-20
cbow,4,4,10,2.7091243497199185e-20
cbow,4,5,2,1.2103719291985052e-20
cbow,4,5,4,3.3733961919362577e-20
cbow,4,5,6,3.3394654982972793e-20
cbow,4,5,8,3.3394654982972793e-20
cbow,4,5,10,3.3394654982972793e-20
cbow,4,6,2,6.194262187873051e-21
cbow,4,6,4,3.430706311115536e-20
cbow,4,6,6,3.3847819862646306e-20
cbow,4,6,8,3.3733961919362577e-20
cbow,4,6,10,3.3733961919362577e-20
cbow,4,7,2,8.497685557390207e-21
cbow,4,7,4,3.430706311115536e-20
cbow,4,7,6,3.3962057698900037e-20
cbow,4,7,8,3.3962057698900037e-20
cbow,4,7,10,3.3962057698900037e-20
cbow,4,8,2,1.774231839297308e-20
cbow,4,8,4,3.164120420264838e-20
cbow,4,8,6,3.090298958998699e-20
cbow,4,8,8,3.069521654421622e-20
cbow,4,8,10,3.069521654421622e-20
cbow,4,9,2,2.927897339794318e-20
cbow,4,9,4,2.830711624272361e-20
cbow,4,9,6,2.7739383138500665e-20
cbow,4,9,8,2.745975293110502e-20
cbow,4,9,10,2.745975293110502e-20
cbow,4,10,2,5.477781530580675e-21
cbow,4,10,4,2.4980661333898628e-20
cbow,4,10,6,2.4896340784537755e-20
cbow,4,10,8,2.4728542974302414e-20
cbow,4,10,10,2.4728542974302414e-20
cbow,5,2,2,7.533849459454552e-26
cbow,5,2,4,1.0225523579181758e-21
cbow,5,2,6,2.426052445252403e-20
cbow,5,2,8,1.8354738036627487e-20
cbow,5,2,10,1.829256729525513e-20
cbow,5,3,2,6.385082120428983e-18
cbow,5,3,4,3.3234208830522194e-16
cbow,5,3,6,8.257286718484541e-16
cbow,5,3,8,8.257286718484541e-16
cbow,5,3,10,8.257286718484541e-16
cbow,5,4,2,1.342210270205924e-16
cbow,5,4,4,4.6235210295441225e-15
cbow,5,4,6,3.2762735063536033e-15
cbow,5,4,8,3.2762735063536033e-15
cbow,5,4,10,3.2762735063536033e-15
cbow,5,5,2,2.821458786212996e-15
cbow,5,5,4,5.094912193365107e-15
cbow,5,5,6,4.646641863048619e-15
cbow,5,5,8,4.646641863048619e-15
cbow,5,5,10,4.646641863048619e-15
cbow,5,6,2,7.44109133421871e-15
cbow,5,6,4,5.31943846891374e-15
cbow,5,6,6,4.823864538833549e-15
cbow,5,6,8,4.741257639822612e-15
cbow,5,6,10,4.741257639822612e-15
cbow,5,7,2,2.994799505845888e-15
cbow,5,7,4,3.678232506178603e-15
cbow,5,7,6,3.6045438929708976e-15
cbow,5,7,8,3.573409798130856e-15
cbow,5,7,10,3.573409798130856e-15
cbow,5,8,2,3.0650715865449885e-15
cbow,5,8,4,3.3144394242821918e-15
cbow,5,8,6,3.1278897847165024e-15
cbow,5,8,8,3.1008139724659998e-15
cbow,5,8,10,3.1008139724659998e-15
cbow,5,9,2,2.9261143769383225e-15
cbow,5,9,4,2.729231784749272e-15
cbow,5,9,6,2.6977112942703273e-15
cbow,5,9,8,2.6743064340211275e-15
cbow,5,9,10,2.6743064340211275e-15
cbow,5,10,2,2.3807053081937152e-15
cbow,5,10,4,2.689887349991877e-15
cbow,5,10,6,2.6665493369041907e-15
cbow,5,10,8,2.635741899011545e-15
cbow,5,10,10,2.635741899011545e-15
cbow,6,2,2,1.3904464147183208e-26
cbow,6,2,4,4.392639032559737e-21
cbow,6,2,6,4.9548646546617174e-21
cbow,6,2,8,1.6861379018862136e-20
cbow,6,2,10,1.6861379018862136e-20
cbow,6,3,2,1.5213144442734002e-18
cbow,6,3,4,1.7354586215102664e-15
cbow,6,3,6,2.2657586419214465e-15
cbow,6,3,8,2.2135745967487553e-15
cbow,6,3,10,2.2135745967487553e-15
cbow,6,4,2,2.8626537044735973e-15
cbow,6,4,4,1.156686384170298e-14
cbow,6,4,6,9.400389245848409e-15
cbow,6,4,8,9.320398058766148e-15
cbow,6,4,10,9.320398058766148e-15
cbow,6,5,2,9.922574084777248e-15
cbow,6,5,4,1.509909801621206e-14
cbow,6,5,6,1.3675635400165951e-14
cbow,6,5,8,1.3675635400165951e-14
cbow,6,5,10,1.3675635400165951e-14
cbow,6,6,2,1.8488512706624347e-14
cbow,6,6,4,1.5056474220912676e-14
cbow,6,6,6,1.3753293260477098e-14
cbow,6,6,8,1.3636968423643937e-14
cbow,6,6,10,1.3636968423643937e-14
cbow,6,7,2,1.2279490842972894e-14
cbow,6,7,4,1.1734504074987577e-14
cbow,6,7,6,1.1373704417349338e-14
cbow,6,7,8,1.1373704417349338e-14
cbow,6,7,10,1.1373704417349338e-14
cbow,6,8,2,1.557586676692371e-14
cbow,6,8,4,1.0180311044272721e-14
cbow,6,8,6,9.589672045001191e-15
cbow,6,8,8,9.454091643656218e-15
cbow,6,8,10,9.454091643656218e-15
cbow,6,9,2,8.411213126427435e-15
cbow,6,9,4,9.188565463774503e-15
cbow,6,9,6,8.556437470797947e-15
cbow,6,9,8,8.411213126427435e-15
cbow,6,9,10,8.411213126427435e-15
cbow,6,10,2,6.484213058220412e-15
cbow,6,10,4,1.0151390767197695e-14
cbow,6,10,6,9.110348568288908e-15
cbow,6,10,8,8.981440703296745e-15
cbow,6,10,10,8.981440703296745e-15
cbow,7,2,2,1.792142208259867e-23
cbow,7,2,4,7.428000753326501e-21
cbow,7,2,6,2.5178937028191815e-20
cbow,7,2,8,2.1597896350321036e-20
cbow,7,2,10,2.1597896350321036e-20
cbow,7,3,2,1.2555717982501e-16
cbow,7,3,4,1.8614102783577166e-15
cbow,7,3,6,2.2591699663835035e-15
cbow,7,3,8,2.2135745967487553e-15
cbow,7,3,10,2.2135745967487553e-15
cbow,7,4,2,1.041955302714124e-15
cbow,7,4,4,1.2001140593000386e-14
cbow,7,4,6,9.293883480882245e-15
cbow,7,4,8,9.293883480882245e-15
cbow,7,4,10,9.293883480882245e-15
cbow,7,5,2,3.957426505291097e-15
cbow,7,5,4,1.0930257431415521e-14
cbow,7,5,6,9.671936833221621e-15
cbow,7,5,8,9.671936833221621e-15
cbow,7,5,10,9.671936833221621e-15
cbow,7,6,2,9.589681059981639e-15
cbow,7,6,4,1.0745458216383982e-14
cbow,7,6,6,9.617016840713321e-15
cbow,7,6,8,9.617016840713321e-15
cbow,7,6,10,9.617016840713321e-15
cbow,7,7,2,8.803980536209598e-15
cbow,7,7,4,9.810590740614716e-15
cbow,7,7,6,8.981440703296745e-15
cbow,7,7,8,8.879608324561595e-15
cbow,7,7,10,8.879608324561595e-15
cbow,7,8,2,8.930381669689768e-15
cbow,7,8,4,9.644438366218587e-15
cbow,7,8,6,8.778912419998683e-15
cbow,7,8,8,8.728986741898177e-15
cbow,7,8,10,8.728986741898177e-15
cbow,7,9,2,1.0776043145098236e-14
cbow,7,9,4,9.810590740614716e-15
cbow,7,9,6,8.43524759426312e-15
cbow,7,9,8,8.363346204102964e-15
cbow,7,9,10,8.363346204102964e-15
cbow,7,10,2,4.0460887344124285e-15
cbow,7,10,4,9.535211798998194e-15
cbow,7,10,6,8.629972200538267e-15
cbow,7,10,8,8.556437470797947e-15
cbow,7,10,10,8.556437470797947e-15
cbow,8,2,2,1.4797442273213908e-24
cbow,8,2,4,5.1889939228706933e-20
cbow,8,2,6,3.5990958698356356e-20
cbow,8,2,8,2.3584859127703928e-20
cbow,8,2,10,2.2569769384070246e-20
cbow,8,3,2,7.690299988995595e-17
cbow,8,3,4,3.7032907832762065e-15
cbow,8,3,6,3.841167151089799e-15
cbow,8,3,8,3.841167151089799e-15
cbow,8,3,10,3.841167151089799e-15
cbow,8,4,2,2.4474156255628537e-15
cbow,8,4,4,2.9529913937831643e-14
cbow,8,4,6,2.1058569928790273e-14
cbow,8,4,8,2.1058569928790273e-14
cbow,8,4,10,2.1058569928790273e-14
cbow,8,5,2,8.508835849896014e-15
cbow,8,5,4,3.1089888609126595e-14
cbow,8,5,6,2.718416346207814e-14
cbow,8,5,8,2.718416346207814e-14
cbow,8,5,10,2.718416346207814e-14
cbow,8,6,2,1.9558637465612685e-14
cbow,8,6,4,3.0148756639171714e-14
cbow,8,6,6,2.874912558174335e-14
cbow,8,6,8,2.8668814744466746e-14
cbow,8,6,10,2.8668814744466746e-14
cbow,8,7,2,9.589672045001191e-15
cbow,8,7,4,2.8429203839356457e-14
cbow,8,7,6,2.6285729083939622e-14
cbow,8,7,8,2.6212191667334642e-14
cbow,8,7,10,2.6212191667334642e-14
cbow,8,8,2,9.699512454000735e-15
cbow,8,8,4,2.7336810804328903e-14
cbow,8,8,6,2.389577290817455e-14
cbow,8,8,8,2.389577290817455e-14
cbow,8,8,10,2.389577290817455e-14
cbow,8,9,2,1.680981222780368e-14
cbow,8,9,4,2.8034222124660027e-14
cbow,8,9,6,2.555939579794217e-14
cbow,8,9,8,2.5416516231727228e-14
cbow,8,9,10,2.5416516231727228e-14
cbow,8,10,2,2.1356673414609097e-14
cbow,8,10,4,2.9235658132924674e-14
cbow,8,10,6,2.6212191667334642e-14
cbow,8,10,8,2.5847529077056503e-14
cbow,8,10,10,2.5847529077056503e-14
